date,var,仓库编号,仓库简称,仓单数量(完税),仓单数量(保税),当日增减,有效预报,升贴水
2017-01-03,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-03,MA,小计,,0,0,0,1075,
2017-01-03,MA,0803,南通千红,0,0,0,,0
2017-01-03,MA,0806,江阴华西,0,0,0,,0
2017-01-03,MA,0807,江苏海企,0,0,0,,0
2017-01-03,MA,0809,中原大化,0,0,0,,-200
2017-01-03,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-03,MA,0811,新能凤凰,0,0,0,,-200
2017-01-03,MA,0812,江阴澄利,0,0,0,,0
2017-01-03,MA,0813,镇海宁远,0,0,0,,0
2017-01-03,MA,0814,泉州振戎,0,0,0,,0
2017-01-03,MA,0815,东莞百安,0,0,0,,0
2017-01-03,MA,0816,东莞东洲,0,0,0,,0
2017-01-03,MA,0817,广州碧辟,0,0,0,,0
2017-01-03,MA,0818,定州天鹭,0,0,0,,-260
2017-01-03,MA,0819,内蒙博源,0,0,0,,-600
2017-01-03,MA,0820,新能能源,0,0,0,,-600
2017-01-03,MA,0821,南通阳鸿,0,0,0,,0
2017-01-03,MA,0822,常州新润,0,0,0,,0
2017-01-03,MA,0823,常州建滔,0,0,0,,0
2017-01-03,MA,0825,长江国际,0,0,0,,0
2017-01-03,MA,小计,,0,0,0,200,
2017-01-03,MA,0826,广州中石油,0,0,0,,0
2017-01-03,MA,小计,,0,0,0,1000,
2017-01-03,MA,总计,,0,0,0,2275,
2017-01-03,MA,,,0,,,,
2017-01-04,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-04,MA,小计,,0,0,0,1075,
2017-01-04,MA,0803,南通千红,0,0,0,,0
2017-01-04,MA,0806,江阴华西,0,0,0,,0
2017-01-04,MA,0807,江苏海企,0,0,0,,0
2017-01-04,MA,0809,中原大化,0,0,0,,-200
2017-01-04,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-04,MA,0811,新能凤凰,0,0,0,,-200
2017-01-04,MA,0812,江阴澄利,0,0,0,,0
2017-01-04,MA,0813,镇海宁远,0,0,0,,0
2017-01-04,MA,0814,泉州振戎,0,0,0,,0
2017-01-04,MA,0815,东莞百安,0,0,0,,0
2017-01-04,MA,小计,,0,0,0,510,
2017-01-04,MA,0816,东莞东洲,0,0,0,,0
2017-01-04,MA,0817,广州碧辟,0,0,0,,0
2017-01-04,MA,0818,定州天鹭,0,0,0,,-260
2017-01-04,MA,0819,内蒙博源,0,0,0,,-600
2017-01-04,MA,0820,新能能源,0,0,0,,-600
2017-01-04,MA,0821,南通阳鸿,0,0,0,,0
2017-01-04,MA,0822,常州新润,0,0,0,,0
2017-01-04,MA,0823,常州建滔,0,0,0,,0
2017-01-04,MA,0825,长江国际,0,0,0,,0
2017-01-04,MA,小计,,0,0,0,200,
2017-01-04,MA,0826,广州中石油,0,0,0,,0
2017-01-04,MA,小计,,0,0,0,1700,
2017-01-04,MA,总计,,0,0,0,3485,
2017-01-04,MA,,,0,,,,
2017-01-05,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-05,MA,小计,,0,0,0,1075,
2017-01-05,MA,0803,南通千红,0,0,0,,0
2017-01-05,MA,0806,江阴华西,0,0,0,,0
2017-01-05,MA,0807,江苏海企,0,0,0,,0
2017-01-05,MA,0809,中原大化,0,0,0,,-200
2017-01-05,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-05,MA,0811,新能凤凰,0,0,0,,-200
2017-01-05,MA,0812,江阴澄利,0,0,0,,0
2017-01-05,MA,0813,镇海宁远,0,0,0,,0
2017-01-05,MA,0814,泉州振戎,0,0,0,,0
2017-01-05,MA,0815,东莞百安,0,0,0,,0
2017-01-05,MA,小计,,0,0,0,510,
2017-01-05,MA,0816,东莞东洲,0,0,0,,0
2017-01-05,MA,0817,广州碧辟,0,0,0,,0
2017-01-05,MA,0818,定州天鹭,0,0,0,,-260
2017-01-05,MA,0819,内蒙博源,0,0,0,,-600
2017-01-05,MA,0820,新能能源,0,0,0,,-600
2017-01-05,MA,0821,南通阳鸿,0,0,0,,0
2017-01-05,MA,0822,常州新润,0,0,0,,0
2017-01-05,MA,0823,常州建滔,0,0,0,,0
2017-01-05,MA,0825,长江国际,0,0,0,,0
2017-01-05,MA,小计,,0,0,0,200,
2017-01-05,MA,0826,广州中石油,0,0,0,,0
2017-01-05,MA,小计,,0,0,0,1700,
2017-01-05,MA,总计,,0,0,0,3485,
2017-01-05,MA,,,0,,,,
2017-01-06,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-06,MA,小计,,0,0,0,1075,
2017-01-06,MA,0803,南通千红,0,0,0,,0
2017-01-06,MA,0806,江阴华西,0,0,0,,0
2017-01-06,MA,0807,江苏海企,0,0,0,,0
2017-01-06,MA,0809,中原大化,0,0,0,,-200
2017-01-06,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-06,MA,0811,新能凤凰,0,0,0,,-200
2017-01-06,MA,0812,江阴澄利,0,0,0,,0
2017-01-06,MA,0813,镇海宁远,0,0,0,,0
2017-01-06,MA,0814,泉州振戎,0,0,0,,0
2017-01-06,MA,0815,东莞百安,0,0,0,,0
2017-01-06,MA,小计,,0,0,0,565,
2017-01-06,MA,0816,东莞东洲,0,0,0,,0
2017-01-06,MA,0817,广州碧辟,0,0,0,,0
2017-01-06,MA,0818,定州天鹭,0,0,0,,-260
2017-01-06,MA,0819,内蒙博源,0,0,0,,-600
2017-01-06,MA,0820,新能能源,0,0,0,,-600
2017-01-06,MA,0821,南通阳鸿,0,0,0,,0
2017-01-06,MA,0822,常州新润,0,0,0,,0
2017-01-06,MA,0823,常州建滔,0,0,0,,0
2017-01-06,MA,0825,长江国际,0,0,0,,0
2017-01-06,MA,小计,,0,0,0,200,
2017-01-06,MA,0826,广州中石油,700,0,700,,0
2017-01-06,MA,小计,,700,0,700,1000,
2017-01-06,MA,总计,,700,0,700,2840,
2017-01-06,MA,,,700,,,,
2017-01-09,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-09,MA,小计,,0,0,0,1075,
2017-01-09,MA,0803,南通千红,0,0,0,,0
2017-01-09,MA,0806,江阴华西,0,0,0,,0
2017-01-09,MA,0807,江苏海企,0,0,0,,0
2017-01-09,MA,0809,中原大化,0,0,0,,-200
2017-01-09,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-09,MA,0811,新能凤凰,0,0,0,,-200
2017-01-09,MA,0812,江阴澄利,0,0,0,,0
2017-01-09,MA,0813,镇海宁远,0,0,0,,0
2017-01-09,MA,0814,泉州振戎,0,0,0,,0
2017-01-09,MA,0815,东莞百安,0,0,0,,0
2017-01-09,MA,小计,,0,0,0,565,
2017-01-09,MA,0816,东莞东洲,0,0,0,,0
2017-01-09,MA,0817,广州碧辟,0,0,0,,0
2017-01-09,MA,0818,定州天鹭,0,0,0,,-260
2017-01-09,MA,0819,内蒙博源,0,0,0,,-600
2017-01-09,MA,0820,新能能源,0,0,0,,-600
2017-01-09,MA,0821,南通阳鸿,0,0,0,,0
2017-01-09,MA,0822,常州新润,0,0,0,,0
2017-01-09,MA,0823,常州建滔,0,0,0,,0
2017-01-09,MA,0825,长江国际,0,0,0,,0
2017-01-09,MA,小计,,0,0,0,200,
2017-01-09,MA,0826,广州中石油,700,0,0,,0
2017-01-09,MA,小计,,700,0,0,1000,
2017-01-09,MA,总计,,700,0,0,2840,
2017-01-09,MA,,,700,,,,
2017-01-10,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-10,MA,小计,,0,0,0,2050,
2017-01-10,MA,0803,南通千红,0,0,0,,0
2017-01-10,MA,0806,江阴华西,0,0,0,,0
2017-01-10,MA,0807,江苏海企,0,0,0,,0
2017-01-10,MA,0809,中原大化,0,0,0,,-200
2017-01-10,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-10,MA,0811,新能凤凰,0,0,0,,-200
2017-01-10,MA,0812,江阴澄利,0,0,0,,0
2017-01-10,MA,0813,镇海宁远,0,0,0,,0
2017-01-10,MA,0814,泉州振戎,0,0,0,,0
2017-01-10,MA,0815,东莞百安,10,0,10,,0
2017-01-10,MA,小计,,10,0,10,555,
2017-01-10,MA,0816,东莞东洲,0,0,0,,0
2017-01-10,MA,0817,广州碧辟,0,0,0,,0
2017-01-10,MA,0818,定州天鹭,0,0,0,,-260
2017-01-10,MA,0819,内蒙博源,0,0,0,,-600
2017-01-10,MA,0820,新能能源,0,0,0,,-600
2017-01-10,MA,0821,南通阳鸿,0,0,0,,0
2017-01-10,MA,0822,常州新润,0,0,0,,0
2017-01-10,MA,0823,常州建滔,0,0,0,,0
2017-01-10,MA,0825,长江国际,0,0,0,,0
2017-01-10,MA,小计,,0,0,0,200,
2017-01-10,MA,0826,广州中石油,700,0,0,,0
2017-01-10,MA,小计,,700,0,0,1000,
2017-01-10,MA,总计,,710,0,10,3805,
2017-01-10,MA,,,710,,,,
2017-01-11,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-11,MA,小计,,0,0,0,2050,
2017-01-11,MA,0803,南通千红,0,0,0,,0
2017-01-11,MA,0806,江阴华西,0,0,0,,0
2017-01-11,MA,0807,江苏海企,0,0,0,,0
2017-01-11,MA,0809,中原大化,0,0,0,,-200
2017-01-11,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-11,MA,0811,新能凤凰,0,0,0,,-200
2017-01-11,MA,0812,江阴澄利,0,0,0,,0
2017-01-11,MA,0813,镇海宁远,0,0,0,,0
2017-01-11,MA,0814,泉州振戎,0,0,0,,0
2017-01-11,MA,0815,东莞百安,535,0,525,,0
2017-01-11,MA,小计,,535,0,525,30,
2017-01-11,MA,0816,东莞东洲,0,0,0,,0
2017-01-11,MA,0817,广州碧辟,0,0,0,,0
2017-01-11,MA,0818,定州天鹭,1600,0,1600,,-260
2017-01-11,MA,小计,,1600,0,1600,0,
2017-01-11,MA,0819,内蒙博源,0,0,0,,-600
2017-01-11,MA,0820,新能能源,0,0,0,,-600
2017-01-11,MA,0821,南通阳鸿,0,0,0,,0
2017-01-11,MA,0822,常州新润,0,0,0,,0
2017-01-11,MA,0823,常州建滔,0,0,0,,0
2017-01-11,MA,0825,长江国际,0,0,0,,0
2017-01-11,MA,小计,,0,0,0,200,
2017-01-11,MA,0826,广州中石油,1260,0,560,,0
2017-01-11,MA,小计,,1260,0,560,440,
2017-01-11,MA,总计,,3395,0,2685,2720,
2017-01-11,MA,,,3395,,,,
2017-01-12,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-12,MA,小计,,0,0,0,2050,
2017-01-12,MA,0803,南通千红,0,0,0,,0
2017-01-12,MA,0806,江阴华西,0,0,0,,0
2017-01-12,MA,0807,江苏海企,0,0,0,,0
2017-01-12,MA,0809,中原大化,0,0,0,,-200
2017-01-12,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-12,MA,0811,新能凤凰,0,0,0,,-200
2017-01-12,MA,0812,江阴澄利,0,0,0,,0
2017-01-12,MA,0813,镇海宁远,0,0,0,,0
2017-01-12,MA,0814,泉州振戎,0,0,0,,0
2017-01-12,MA,0815,东莞百安,535,0,0,,0
2017-01-12,MA,小计,,535,0,0,30,
2017-01-12,MA,0816,东莞东洲,0,0,0,,0
2017-01-12,MA,0817,广州碧辟,0,0,0,,0
2017-01-12,MA,0818,定州天鹭,1600,0,0,,-260
2017-01-12,MA,小计,,1600,0,0,0,
2017-01-12,MA,0819,内蒙博源,0,0,0,,-600
2017-01-12,MA,0820,新能能源,0,0,0,,-600
2017-01-12,MA,0821,南通阳鸿,0,0,0,,0
2017-01-12,MA,0822,常州新润,0,0,0,,0
2017-01-12,MA,0823,常州建滔,0,0,0,,0
2017-01-12,MA,0825,长江国际,200,0,200,,0
2017-01-12,MA,小计,,200,0,200,0,
2017-01-12,MA,0826,广州中石油,1260,0,0,,0
2017-01-12,MA,小计,,1260,0,0,0,
2017-01-12,MA,总计,,3595,0,200,2080,
2017-01-12,MA,,,3595,,,,
2017-01-13,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-13,MA,小计,,0,0,0,2050,
2017-01-13,MA,0803,南通千红,0,0,0,,0
2017-01-13,MA,0806,江阴华西,0,0,0,,0
2017-01-13,MA,0807,江苏海企,0,0,0,,0
2017-01-13,MA,0809,中原大化,0,0,0,,-200
2017-01-13,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-13,MA,0811,新能凤凰,0,0,0,,-200
2017-01-13,MA,0812,江阴澄利,0,0,0,,0
2017-01-13,MA,0813,镇海宁远,0,0,0,,0
2017-01-13,MA,0814,泉州振戎,0,0,0,,0
2017-01-13,MA,0815,东莞百安,535,0,0,,0
2017-01-13,MA,小计,,535,0,0,0,
2017-01-13,MA,0816,东莞东洲,0,0,0,,0
2017-01-13,MA,0817,广州碧辟,0,0,0,,0
2017-01-13,MA,0818,定州天鹭,1600,0,0,,-260
2017-01-13,MA,小计,,1600,0,0,0,
2017-01-13,MA,0819,内蒙博源,0,0,0,,-600
2017-01-13,MA,0820,新能能源,0,0,0,,-600
2017-01-13,MA,0821,南通阳鸿,0,0,0,,0
2017-01-13,MA,0822,常州新润,0,0,0,,0
2017-01-13,MA,0823,常州建滔,0,0,0,,0
2017-01-13,MA,0825,长江国际,200,0,0,,0
2017-01-13,MA,小计,,200,0,0,0,
2017-01-13,MA,0826,广州中石油,381,0,-879,,0
2017-01-13,MA,小计,,381,0,-879,0,
2017-01-13,MA,总计,,2716,0,-879,2050,
2017-01-13,MA,,,2716,,,,
2017-01-16,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-16,MA,小计,,0,0,0,2050,
2017-01-16,MA,0803,南通千红,0,0,0,,0
2017-01-16,MA,0806,江阴华西,0,0,0,,0
2017-01-16,MA,0807,江苏海企,0,0,0,,0
2017-01-16,MA,0809,中原大化,0,0,0,,-200
2017-01-16,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-16,MA,0811,新能凤凰,0,0,0,,-200
2017-01-16,MA,0812,江阴澄利,0,0,0,,0
2017-01-16,MA,0813,镇海宁远,0,0,0,,0
2017-01-16,MA,0814,泉州振戎,0,0,0,,0
2017-01-16,MA,0815,东莞百安,535,0,0,,0
2017-01-16,MA,小计,,535,0,0,0,
2017-01-16,MA,0816,东莞东洲,0,0,0,,0
2017-01-16,MA,0817,广州碧辟,0,0,0,,0
2017-01-16,MA,0818,定州天鹭,1600,0,0,,-260
2017-01-16,MA,小计,,1600,0,0,0,
2017-01-16,MA,0819,内蒙博源,0,0,0,,-600
2017-01-16,MA,0820,新能能源,0,0,0,,-600
2017-01-16,MA,0821,南通阳鸿,0,0,0,,0
2017-01-16,MA,0822,常州新润,0,0,0,,0
2017-01-16,MA,0823,常州建滔,0,0,0,,0
2017-01-16,MA,0825,长江国际,200,0,0,,0
2017-01-16,MA,小计,,200,0,0,0,
2017-01-16,MA,0826,广州中石油,381,0,0,,0
2017-01-16,MA,小计,,381,0,0,0,
2017-01-16,MA,总计,,2716,0,0,2050,
2017-01-16,MA,,,2716,,,,
2017-01-17,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-17,MA,小计,,0,0,0,2050,
2017-01-17,MA,0803,南通千红,0,0,0,,0
2017-01-17,MA,0806,江阴华西,0,0,0,,0
2017-01-17,MA,0807,江苏海企,0,0,0,,0
2017-01-17,MA,0809,中原大化,0,0,0,,-200
2017-01-17,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-17,MA,0811,新能凤凰,0,0,0,,-200
2017-01-17,MA,0812,江阴澄利,0,0,0,,0
2017-01-17,MA,0813,镇海宁远,0,0,0,,0
2017-01-17,MA,0814,泉州振戎,0,0,0,,0
2017-01-17,MA,0815,东莞百安,10,0,-525,,0
2017-01-17,MA,小计,,10,0,-525,0,
2017-01-17,MA,0816,东莞东洲,0,0,0,,0
2017-01-17,MA,0817,广州碧辟,0,0,0,,0
2017-01-17,MA,0818,定州天鹭,1600,0,0,,-260
2017-01-17,MA,小计,,1600,0,0,0,
2017-01-17,MA,0819,内蒙博源,0,0,0,,-600
2017-01-17,MA,0820,新能能源,0,0,0,,-600
2017-01-17,MA,0821,南通阳鸿,0,0,0,,0
2017-01-17,MA,0822,常州新润,0,0,0,,0
2017-01-17,MA,0823,常州建滔,0,0,0,,0
2017-01-17,MA,0825,长江国际,200,0,0,,0
2017-01-17,MA,小计,,200,0,0,0,
2017-01-17,MA,0826,广州中石油,0,0,-381,,0
2017-01-17,MA,小计,,0,0,-381,0,
2017-01-17,MA,总计,,1810,0,-906,2050,
2017-01-17,MA,,,1810,,,,
2017-01-18,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-18,MA,小计,,0,0,0,2050,
2017-01-18,MA,0803,南通千红,0,0,0,,0
2017-01-18,MA,0806,江阴华西,0,0,0,,0
2017-01-18,MA,0807,江苏海企,0,0,0,,0
2017-01-18,MA,0809,中原大化,0,0,0,,-200
2017-01-18,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-18,MA,0811,新能凤凰,0,0,0,,-200
2017-01-18,MA,0812,江阴澄利,0,0,0,,0
2017-01-18,MA,0813,镇海宁远,0,0,0,,0
2017-01-18,MA,0814,泉州振戎,0,0,0,,0
2017-01-18,MA,0815,东莞百安,10,0,0,,0
2017-01-18,MA,小计,,10,0,0,0,
2017-01-18,MA,0816,东莞东洲,0,0,0,,0
2017-01-18,MA,0817,广州碧辟,0,0,0,,0
2017-01-18,MA,0818,定州天鹭,1055,0,-545,,-260
2017-01-18,MA,小计,,1055,0,-545,0,
2017-01-18,MA,0819,内蒙博源,0,0,0,,-600
2017-01-18,MA,0820,新能能源,0,0,0,,-600
2017-01-18,MA,0821,南通阳鸿,0,0,0,,0
2017-01-18,MA,0822,常州新润,0,0,0,,0
2017-01-18,MA,0823,常州建滔,0,0,0,,0
2017-01-18,MA,0825,长江国际,0,0,-200,,0
2017-01-18,MA,小计,,0,0,-200,0,
2017-01-18,MA,0826,广州中石油,0,0,0,,0
2017-01-18,MA,总计,,1065,0,-745,2050,
2017-01-18,MA,,,1065,,,,
2017-01-19,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-19,MA,小计,,0,0,0,2050,
2017-01-19,MA,0803,南通千红,0,0,0,,0
2017-01-19,MA,0806,江阴华西,0,0,0,,0
2017-01-19,MA,0807,江苏海企,0,0,0,,0
2017-01-19,MA,0809,中原大化,0,0,0,,-200
2017-01-19,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-19,MA,0811,新能凤凰,0,0,0,,-200
2017-01-19,MA,0812,江阴澄利,0,0,0,,0
2017-01-19,MA,0813,镇海宁远,0,0,0,,0
2017-01-19,MA,0814,泉州振戎,0,0,0,,0
2017-01-19,MA,0815,东莞百安,10,0,0,,0
2017-01-19,MA,小计,,10,0,0,0,
2017-01-19,MA,0816,东莞东洲,0,0,0,,0
2017-01-19,MA,0817,广州碧辟,0,0,0,,0
2017-01-19,MA,0818,定州天鹭,1055,0,0,,-260
2017-01-19,MA,小计,,1055,0,0,0,
2017-01-19,MA,0819,内蒙博源,0,0,0,,-600
2017-01-19,MA,0820,新能能源,0,0,0,,-600
2017-01-19,MA,0821,南通阳鸿,0,0,0,,0
2017-01-19,MA,0822,常州新润,0,0,0,,0
2017-01-19,MA,0823,常州建滔,0,0,0,,0
2017-01-19,MA,0825,长江国际,0,0,0,,0
2017-01-19,MA,0826,广州中石油,0,0,0,,0
2017-01-19,MA,总计,,1065,0,0,2050,
2017-01-19,MA,,,1065,,,,
2017-01-20,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-20,MA,小计,,0,0,0,2050,
2017-01-20,MA,0803,南通千红,0,0,0,,0
2017-01-20,MA,0806,江阴华西,0,0,0,,0
2017-01-20,MA,0807,江苏海企,0,0,0,,0
2017-01-20,MA,0809,中原大化,0,0,0,,-200
2017-01-20,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-20,MA,0811,新能凤凰,0,0,0,,-200
2017-01-20,MA,0812,江阴澄利,0,0,0,,0
2017-01-20,MA,0813,镇海宁远,0,0,0,,0
2017-01-20,MA,0814,泉州振戎,0,0,0,,0
2017-01-20,MA,0815,东莞百安,10,0,0,,0
2017-01-20,MA,小计,,10,0,0,0,
2017-01-20,MA,0816,东莞东洲,0,0,0,,0
2017-01-20,MA,0817,广州碧辟,0,0,0,,0
2017-01-20,MA,0818,定州天鹭,1055,0,0,,-260
2017-01-20,MA,小计,,1055,0,0,0,
2017-01-20,MA,0819,内蒙博源,0,0,0,,-600
2017-01-20,MA,0820,新能能源,0,0,0,,-600
2017-01-20,MA,0821,南通阳鸿,0,0,0,,0
2017-01-20,MA,0822,常州新润,0,0,0,,0
2017-01-20,MA,0823,常州建滔,0,0,0,,0
2017-01-20,MA,0825,长江国际,0,0,0,,0
2017-01-20,MA,0826,广州中石油,0,0,0,,0
2017-01-20,MA,总计,,1065,0,0,2050,
2017-01-20,MA,,,1065,,,,
2017-01-23,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-23,MA,小计,,0,0,0,2050,
2017-01-23,MA,0803,南通千红,0,0,0,,0
2017-01-23,MA,0806,江阴华西,0,0,0,,0
2017-01-23,MA,0807,江苏海企,0,0,0,,0
2017-01-23,MA,0809,中原大化,0,0,0,,-200
2017-01-23,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-23,MA,0811,新能凤凰,0,0,0,,-200
2017-01-23,MA,0812,江阴澄利,0,0,0,,0
2017-01-23,MA,0813,镇海宁远,0,0,0,,0
2017-01-23,MA,0814,泉州振戎,0,0,0,,0
2017-01-23,MA,0815,东莞百安,10,0,0,,0
2017-01-23,MA,小计,,10,0,0,0,
2017-01-23,MA,0816,东莞东洲,0,0,0,,0
2017-01-23,MA,0817,广州碧辟,0,0,0,,0
2017-01-23,MA,0818,定州天鹭,1055,0,0,,-260
2017-01-23,MA,小计,,1055,0,0,0,
2017-01-23,MA,0819,内蒙博源,0,0,0,,-600
2017-01-23,MA,0820,新能能源,0,0,0,,-600
2017-01-23,MA,0821,南通阳鸿,0,0,0,,0
2017-01-23,MA,0822,常州新润,0,0,0,,0
2017-01-23,MA,0823,常州建滔,0,0,0,,0
2017-01-23,MA,0825,长江国际,0,0,0,,0
2017-01-23,MA,0826,广州中石油,0,0,0,,0
2017-01-23,MA,总计,,1065,0,0,2050,
2017-01-23,MA,,,1065,,,,
2017-01-24,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-24,MA,小计,,0,0,0,2050,
2017-01-24,MA,0803,南通千红,0,0,0,,0
2017-01-24,MA,0806,江阴华西,0,0,0,,0
2017-01-24,MA,0807,江苏海企,0,0,0,,0
2017-01-24,MA,0809,中原大化,0,0,0,,-200
2017-01-24,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-24,MA,0811,新能凤凰,0,0,0,,-200
2017-01-24,MA,0812,江阴澄利,0,0,0,,0
2017-01-24,MA,0813,镇海宁远,0,0,0,,0
2017-01-24,MA,0814,泉州振戎,0,0,0,,0
2017-01-24,MA,0815,东莞百安,10,0,0,,0
2017-01-24,MA,小计,,10,0,0,0,
2017-01-24,MA,0816,东莞东洲,0,0,0,,0
2017-01-24,MA,0817,广州碧辟,0,0,0,,0
2017-01-24,MA,0818,定州天鹭,1055,0,0,,-260
2017-01-24,MA,小计,,1055,0,0,0,
2017-01-24,MA,0819,内蒙博源,0,0,0,,-600
2017-01-24,MA,0820,新能能源,0,0,0,,-600
2017-01-24,MA,0821,南通阳鸿,0,0,0,,0
2017-01-24,MA,0822,常州新润,0,0,0,,0
2017-01-24,MA,0823,常州建滔,0,0,0,,0
2017-01-24,MA,0825,长江国际,0,0,0,,0
2017-01-24,MA,0826,广州中石油,0,0,0,,0
2017-01-24,MA,总计,,1065,0,0,2050,
2017-01-24,MA,,,1065,,,,
2017-01-25,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-25,MA,小计,,0,0,0,2050,
2017-01-25,MA,0803,南通千红,0,0,0,,0
2017-01-25,MA,0806,江阴华西,0,0,0,,0
2017-01-25,MA,0807,江苏海企,0,0,0,,0
2017-01-25,MA,0809,中原大化,0,0,0,,-200
2017-01-25,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-25,MA,0811,新能凤凰,0,0,0,,-200
2017-01-25,MA,0812,江阴澄利,0,0,0,,0
2017-01-25,MA,0813,镇海宁远,0,0,0,,0
2017-01-25,MA,0814,泉州振戎,0,0,0,,0
2017-01-25,MA,0815,东莞百安,10,0,0,,0
2017-01-25,MA,小计,,10,0,0,0,
2017-01-25,MA,0816,东莞东洲,0,0,0,,0
2017-01-25,MA,0817,广州碧辟,0,0,0,,0
2017-01-25,MA,0818,定州天鹭,1055,0,0,,-260
2017-01-25,MA,小计,,1055,0,0,0,
2017-01-25,MA,0819,内蒙博源,0,0,0,,-600
2017-01-25,MA,0820,新能能源,0,0,0,,-600
2017-01-25,MA,0821,南通阳鸿,0,0,0,,0
2017-01-25,MA,0822,常州新润,0,0,0,,0
2017-01-25,MA,0823,常州建滔,0,0,0,,0
2017-01-25,MA,0825,长江国际,0,0,0,,0
2017-01-25,MA,0826,广州中石油,0,0,0,,0
2017-01-25,MA,总计,,1065,0,0,2050,
2017-01-25,MA,,,1065,,,,
2017-01-26,MA,0801,太仓阳鸿,0,0,0,,0
2017-01-26,MA,小计,,0,0,0,2050,
2017-01-26,MA,0803,南通千红,0,0,0,,0
2017-01-26,MA,0806,江阴华西,0,0,0,,0
2017-01-26,MA,0807,江苏海企,0,0,0,,0
2017-01-26,MA,0809,中原大化,0,0,0,,-200
2017-01-26,MA,0810,兖矿煤化,0,0,0,,-200
2017-01-26,MA,0811,新能凤凰,0,0,0,,-200
2017-01-26,MA,0812,江阴澄利,0,0,0,,0
2017-01-26,MA,0813,镇海宁远,0,0,0,,0
2017-01-26,MA,0814,泉州振戎,0,0,0,,0
2017-01-26,MA,0815,东莞百安,10,0,0,,0
2017-01-26,MA,小计,,10,0,0,0,
2017-01-26,MA,0816,东莞东洲,0,0,0,,0
2017-01-26,MA,0817,广州碧辟,0,0,0,,0
2017-01-26,MA,0818,定州天鹭,1055,0,0,,-260
2017-01-26,MA,小计,,1055,0,0,0,
2017-01-26,MA,0819,内蒙博源,0,0,0,,-600
2017-01-26,MA,0820,新能能源,0,0,0,,-600
2017-01-26,MA,0821,南通阳鸿,0,0,0,,0
2017-01-26,MA,0822,常州新润,0,0,0,,0
2017-01-26,MA,0823,常州建滔,0,0,0,,0
2017-01-26,MA,0825,长江国际,0,0,0,,0
2017-01-26,MA,0826,广州中石油,0,0,0,,0
2017-01-26,MA,总计,,1065,0,0,2050,
2017-01-26,MA,,,1065,,,,
2017-02-03,MA,0801,太仓阳鸿,0,0,0,,0
2017-02-03,MA,小计,,0,0,0,2050,
2017-02-03,MA,0803,南通千红,0,0,0,,0
2017-02-03,MA,0806,江阴华西,0,0,0,,0
2017-02-03,MA,0807,江苏海企,0,0,0,,0
2017-02-03,MA,0809,中原大化,0,0,0,,-200
2017-02-03,MA,0810,兖矿煤化,0,0,0,,-200
2017-02-03,MA,0811,新能凤凰,0,0,0,,-200
2017-02-03,MA,0812,江阴澄利,0,0,0,,0
2017-02-03,MA,0813,镇海宁远,0,0,0,,0
2017-02-03,MA,0814,泉州振戎,0,0,0,,0
2017-02-03,MA,0815,东莞百安,10,0,0,,0
2017-02-03,MA,小计,,10,0,0,0,
2017-02-03,MA,0816,东莞东洲,0,0,0,,0
2017-02-03,MA,0817,广州碧辟,0,0,0,,0
2017-02-03,MA,0818,定州天鹭,1055,0,0,,-260
2017-02-03,MA,小计,,1055,0,0,0,
2017-02-03,MA,0819,内蒙博源,0,0,0,,-600
2017-02-03,MA,0820,新能能源,0,0,0,,-600
2017-02-03,MA,0821,南通阳鸿,0,0,0,,0
2017-02-03,MA,0822,常州新润,0,0,0,,0
2017-02-03,MA,0823,常州建滔,0,0,0,,0
