date,var,source_key,仓库编号,仓库简称,品牌,仓单数量,当日增减,有效预报,升贴水,仓单数量(完税),仓单数量(保税)
2017-01-12,TA,PTA,,,逸盛大化,3283,0,,,,
2017-01-12,TA,PTA,小计,,,5942,0,4890,,,
2017-01-12,TA,PTA,0528,恒逸高新,,0,0,,0,,
2017-01-12,TA,PTA,0529,江苏江海,,0,0,,0,,
2017-01-12,TA,PTA,0530,华润包装,江阴汉邦,3201,0,,0,,
2017-01-12,TA,PTA,,,逸盛大化,396,0,,,,
2017-01-12,TA,PTA,小计,,,3597,0,0,,,
2017-01-12,TA,PTA,0531,嘉兴海陆,逸盛大化,7028,0,,0,,
2017-01-12,TA,PTA,小计,,,7028,0,0,,,
2017-01-12,TA,PTA,总计,,,217921,5539,13727,,,
2017-01-13,TA,PTA,0314,江苏协丰,海伦石化,1848,0,,0,,
2017-01-13,TA,PTA,,,江阴汉邦,6090,0,,,,
2017-01-13,TA,PTA,,,逸盛大化,3734,-600,,,,
2017-01-13,TA,PTA,小计,,,11672,-600,330,,,
2017-01-13,TA,PTA,0501,浙江八三七,,0,0,,-20,,
2017-01-13,TA,PTA,0504,张家港华瑞,海伦石化,1144,114,,0,,
2017-01-13,TA,PTA,,,恒力石化,1001,0,,,,
2017-01-13,TA,PTA,,,江阴汉邦,330,110,,,,
2017-01-13,TA,PTA,,,逸盛大化,3880,0,,,,
2017-01-13,TA,PTA,小计,,,6355,224,1958,,,
2017-01-13,TA,PTA,0505,杭州临港物流,宁波三菱,1100,1100,,0,,
2017-01-13,TA,PTA,,,逸盛石化,2,0,,,,
2017-01-13,TA,PTA,小计,,,1102,1100,4004,,,
2017-01-13,TA,PTA,0506,宁波高新,逸盛石化,0,-89,,-20,,
2017-01-13,TA,PTA,,,宁波三菱,2101,0,,,,
2017-01-13,TA,PTA,小计,,,2101,-89,1100,,,
2017-01-13,TA,PTA,0508,平湖华瑞,逸盛大化,12968,0,,0,,
2017-01-13,TA,PTA,,,逸盛石化,693,0,,,,
2017-01-13,TA,PTA,小计,,,13661,0,1001,,,
2017-01-13,TA,PTA,0509,张家港港务,逸盛大化,2347,0,,0,,
2017-01-13,TA,PTA,小计,,,2347,0,0,,,
2017-01-13,TA,PTA,0513,嘉兴石化,,0,0,,0,,
2017-01-13,TA,PTA,0514,江苏恒科,恒力石化,23760,66,,0,,
2017-01-13,TA,PTA,小计,,,23760,66,0,,,
2017-01-13,TA,PTA,0515,海伦石化,海伦石化,6974,0,,0,,
2017-01-13,TA,PTA,小计,,,6974,0,0,,,
2017-01-13,TA,PTA,0516,张家港外服,海伦石化,2134,220,,0,,
2017-01-13,TA,PTA,,,恒力石化,8033,0,,,,
2017-01-13,TA,PTA,,,佳龙石化,1918,0,,,,
2017-01-13,TA,PTA,,,江阴汉邦,398,0,,,,
2017-01-13,TA,PTA,,,逸盛大化,17816,0,,,,
2017-01-13,TA,PTA,小计,,,30299,220,0,,,
2017-01-13,TA,PTA,0517,逸盛石化,逸盛石化,49958,-42,,-20,,
2017-01-13,TA,PTA,小计,,,49958,-42,0,,,
2017-01-13,TA,PTA,0518,浙江恒盛,,0,0,,0,,
2017-01-13,TA,PTA,0519,荣盛石化,,0,0,,0,,
2017-01-13,TA,PTA,0521,浙江特产,逸盛大化,2002,0,,0,,
2017-01-13,TA,PTA,小计,,,2002,0,0,,,
2017-01-13,TA,PTA,0523,苏州港口,恒力石化,2002,0,,0,,
2017-01-13,TA,PTA,小计,,,2002,0,0,,,
2017-01-13,TA,PTA,0524,恒力石化（厂库）,,0,0,,0,,
2017-01-13,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,50000,0,,0,,
2017-01-13,TA,PTA,小计,,,50000,0,0,,,
2017-01-13,TA,PTA,0527,江苏国望,佳龙石化,2659,0,,0,,
2017-01-13,TA,PTA,,,逸盛大化,3252,-31,,,,
2017-01-13,TA,PTA,小计,,,5911,-31,4890,,,
2017-01-13,TA,PTA,0528,恒逸高新,,0,0,,0,,
2017-01-13,TA,PTA,0529,江苏江海,,0,0,,0,,
2017-01-13,TA,PTA,0530,华润包装,江阴汉邦,3201,0,,0,,
2017-01-13,TA,PTA,,,逸盛大化,396,0,,,,
2017-01-13,TA,PTA,小计,,,3597,0,0,,,
2017-01-13,TA,PTA,0531,嘉兴海陆,逸盛大化,7028,0,,0,,
2017-01-13,TA,PTA,小计,,,7028,0,0,,,
2017-01-13,TA,PTA,总计,,,218769,848,13283,,,
2017-01-16,TA,PTA,0314,江苏协丰,海伦石化,1848,0,,0,,
2017-01-16,TA,PTA,,,江阴汉邦,6090,0,,,,
2017-01-16,TA,PTA,,,逸盛大化,3734,0,,,,
2017-01-16,TA,PTA,小计,,,11672,0,330,,,
2017-01-16,TA,PTA,0501,浙江八三七,,0,0,,-20,,
2017-01-16,TA,PTA,0504,张家港华瑞,海伦石化,1144,0,,0,,
2017-01-16,TA,PTA,,,恒力石化,1001,0,,,,
2017-01-16,TA,PTA,,,江阴汉邦,1188,858,,,,
2017-01-16,TA,PTA,,,逸盛大化,3880,0,,,,
2017-01-16,TA,PTA,小计,,,7213,858,1100,,,
2017-01-16,TA,PTA,0505,杭州临港物流,宁波三菱,638,-462,,0,,
2017-01-16,TA,PTA,,,逸盛石化,2,0,,,,
2017-01-16,TA,PTA,小计,,,640,-462,4004,,,
2017-01-16,TA,PTA,0506,宁波高新,宁波三菱,2941,840,,-20,,
2017-01-16,TA,PTA,小计,,,2941,840,260,,,
2017-01-16,TA,PTA,0508,平湖华瑞,逸盛大化,12968,0,,0,,
2017-01-16,TA,PTA,,,逸盛石化,693,0,,,,
2017-01-16,TA,PTA,小计,,,13661,0,1001,,,
2017-01-16,TA,PTA,0509,张家港港务,逸盛大化,2347,0,,0,,
2017-01-16,TA,PTA,小计,,,2347,0,0,,,
2017-01-16,TA,PTA,0513,嘉兴石化,,0,0,,0,,
2017-01-16,TA,PTA,0514,江苏恒科,恒力石化,23760,0,,0,,
2017-01-16,TA,PTA,小计,,,23760,0,0,,,
2017-01-16,TA,PTA,0515,海伦石化,海伦石化,6974,0,,0,,
2017-01-16,TA,PTA,小计,,,6974,0,0,,,
2017-01-16,TA,PTA,0516,张家港外服,海伦石化,2134,0,,0,,
2017-01-16,TA,PTA,,,恒力石化,8033,0,,,,
2017-01-16,TA,PTA,,,佳龙石化,1918,0,,,,
2017-01-16,TA,PTA,,,江阴汉邦,398,0,,,,
2017-01-16,TA,PTA,,,逸盛大化,17816,0,,,,
2017-01-16,TA,PTA,小计,,,30299,0,0,,,
2017-01-16,TA,PTA,0517,逸盛石化,逸盛石化,49958,0,,-20,,
2017-01-16,TA,PTA,小计,,,49958,0,0,,,
2017-01-16,TA,PTA,0518,浙江恒盛,,0,0,,0,,
2017-01-16,TA,PTA,0519,荣盛石化,,0,0,,0,,
2017-01-16,TA,PTA,0521,浙江特产,逸盛大化,2002,0,,0,,
2017-01-16,TA,PTA,小计,,,2002,0,0,,,
2017-01-16,TA,PTA,0523,苏州港口,恒力石化,2002,0,,0,,
2017-01-16,TA,PTA,小计,,,2002,0,0,,,
2017-01-16,TA,PTA,0524,恒力石化（厂库）,,0,0,,0,,
2017-01-16,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,50000,0,,0,,
2017-01-16,TA,PTA,小计,,,50000,0,0,,,
2017-01-16,TA,PTA,0527,江苏国望,恒力石化,932,932,,0,,
2017-01-16,TA,PTA,,,佳龙石化,2659,0,,,,
2017-01-16,TA,PTA,,,逸盛大化,3252,0,,,,
2017-01-16,TA,PTA,小计,,,6843,932,4890,,,
2017-01-16,TA,PTA,0528,恒逸高新,,0,0,,0,,
2017-01-16,TA,PTA,0529,江苏江海,,0,0,,0,,
2017-01-16,TA,PTA,0530,华润包装,江阴汉邦,3201,0,,0,,
2017-01-16,TA,PTA,,,逸盛大化,396,0,,,,
2017-01-16,TA,PTA,小计,,,3597,0,0,,,
2017-01-16,TA,PTA,0531,嘉兴海陆,逸盛大化,7028,0,,0,,
2017-01-16,TA,PTA,小计,,,7028,0,0,,,
2017-01-16,TA,PTA,总计,,,220937,2168,11585,,,
2017-01-17,TA,PTA,0314,江苏协丰,海伦石化,1848,0,,0,,
2017-01-17,TA,PTA,,,江阴汉邦,6090,0,,,,
2017-01-17,TA,PTA,,,逸盛大化,3734,0,,,,
2017-01-17,TA,PTA,小计,,,11672,0,330,,,
2017-01-17,TA,PTA,0501,浙江八三七,,0,0,,-20,,
2017-01-17,TA,PTA,0504,张家港华瑞,海伦石化,1144,0,,0,,
2017-01-17,TA,PTA,,,恒力石化,1001,0,,,,
2017-01-17,TA,PTA,,,江阴汉邦,1188,0,,,,
2017-01-17,TA,PTA,,,逸盛大化,3880,0,,,,
2017-01-17,TA,PTA,小计,,,7213,0,1100,,,
2017-01-17,TA,PTA,0505,杭州临港物流,宁波三菱,0,-638,,0,,
2017-01-17,TA,PTA,,,逸盛石化,2,0,,,,
2017-01-17,TA,PTA,小计,,,2,-638,4004,,,
2017-01-17,TA,PTA,0506,宁波高新,宁波三菱,2941,0,,-20,,
2017-01-17,TA,PTA,小计,,,2941,0,260,,,
2017-01-17,TA,PTA,0508,平湖华瑞,逸盛大化,12968,0,,0,,
2017-01-17,TA,PTA,,,逸盛石化,693,0,,,,
2017-01-17,TA,PTA,小计,,,13661,0,1001,,,
2017-01-17,TA,PTA,0509,张家港港务,逸盛大化,2347,0,,0,,
2017-01-17,TA,PTA,小计,,,2347,0,0,,,
2017-01-17,TA,PTA,0513,嘉兴石化,,0,0,,0,,
2017-01-17,TA,PTA,0514,江苏恒科,恒力石化,23760,0,,0,,
2017-01-17,TA,PTA,小计,,,23760,0,0,,,
2017-01-17,TA,PTA,0515,海伦石化,海伦石化,6974,0,,0,,
2017-01-17,TA,PTA,小计,,,6974,0,0,,,
2017-01-17,TA,PTA,0516,张家港外服,海伦石化,2574,440,,0,,
2017-01-17,TA,PTA,,,恒力石化,7835,-198,,,,
2017-01-17,TA,PTA,,,佳龙石化,1918,0,,,,
2017-01-17,TA,PTA,,,江阴汉邦,398,0,,,,
2017-01-17,TA,PTA,,,逸盛大化,17816,0,,,,
2017-01-17,TA,PTA,小计,,,30541,242,0,,,
2017-01-17,TA,PTA,0517,逸盛石化,逸盛石化,49935,-23,,-20,,
2017-01-17,TA,PTA,小计,,,49935,-23,0,,,
2017-01-17,TA,PTA,0518,浙江恒盛,,0,0,,0,,
2017-01-17,TA,PTA,0519,荣盛石化,,0,0,,0,,
2017-01-17,TA,PTA,0521,浙江特产,逸盛大化,2002,0,,0,,
2017-01-17,TA,PTA,小计,,,2002,0,0,,,
2017-01-17,TA,PTA,0523,苏州港口,恒力石化,2002,0,,0,,
2017-01-17,TA,PTA,小计,,,2002,0,0,,,
2017-01-17,TA,PTA,0524,恒力石化（厂库）,,0,0,,0,,
2017-01-17,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,50000,0,,0,,
2017-01-17,TA,PTA,小计,,,50000,0,0,,,
2017-01-17,TA,PTA,0527,江苏国望,恒力石化,932,0,,0,,
2017-01-17,TA,PTA,,,佳龙石化,2659,0,,,,
2017-01-17,TA,PTA,,,逸盛大化,3233,-19,,,,
2017-01-17,TA,PTA,小计,,,6824,-19,5166,,,
2017-01-17,TA,PTA,0528,恒逸高新,,0,0,,0,,
2017-01-17,TA,PTA,0529,江苏江海,,0,0,,0,,
2017-01-17,TA,PTA,0530,华润包装,江阴汉邦,3201,0,,0,,
2017-01-17,TA,PTA,,,逸盛大化,396,0,,,,
2017-01-17,TA,PTA,小计,,,3597,0,0,,,
2017-01-17,TA,PTA,0531,嘉兴海陆,逸盛大化,7028,0,,0,,
2017-01-17,TA,PTA,小计,,,7028,0,0,,,
2017-01-17,TA,PTA,总计,,,220499,-438,11861,,,
2017-01-18,TA,PTA,0314,江苏协丰,海伦石化,1848,0,,0,,
2017-01-18,TA,PTA,,,江阴汉邦,6090,0,,,,
2017-01-18,TA,PTA,,,逸盛大化,3734,0,,,,
2017-01-18,TA,PTA,小计,,,11672,0,330,,,
2017-01-18,TA,PTA,0501,浙江八三七,,0,0,,-20,,
2017-01-18,TA,PTA,0504,张家港华瑞,海伦石化,1144,0,,0,,
2017-01-18,TA,PTA,,,恒力石化,1001,0,,,,
2017-01-18,TA,PTA,,,江阴汉邦,1188,0,,,,
2017-01-18,TA,PTA,,,逸盛大化,3860,-20,,,,
2017-01-18,TA,PTA,小计,,,7193,-20,1100,,,
2017-01-18,TA,PTA,0505,杭州临港物流,逸盛石化,2,0,,0,,
2017-01-18,TA,PTA,小计,,,2,0,4004,,,
2017-01-18,TA,PTA,0506,宁波高新,宁波三菱,2941,0,,-20,,
2017-01-18,TA,PTA,小计,,,2941,0,1360,,,
2017-01-18,TA,PTA,0508,平湖华瑞,逸盛大化,13768,800,,0,,
2017-01-18,TA,PTA,,,逸盛石化,693,0,,,,
2017-01-18,TA,PTA,小计,,,14461,800,201,,,
2017-01-18,TA,PTA,0509,张家港港务,逸盛大化,2347,0,,0,,
2017-01-18,TA,PTA,小计,,,2347,0,0,,,
2017-01-18,TA,PTA,0513,嘉兴石化,,0,0,,0,,
2017-01-18,TA,PTA,0514,江苏恒科,恒力石化,23760,0,,0,,
2017-01-18,TA,PTA,小计,,,23760,0,0,,,
2017-01-18,TA,PTA,0515,海伦石化,海伦石化,6974,0,,0,,
2017-01-18,TA,PTA,小计,,,6974,0,0,,,
2017-01-18,TA,PTA,0516,张家港外服,海伦石化,2574,0,,0,,
2017-01-18,TA,PTA,,,恒力石化,7635,-200,,,,
2017-01-18,TA,PTA,,,佳龙石化,1918,0,,,,
2017-01-18,TA,PTA,,,江阴汉邦,398,0,,,,
2017-01-18,TA,PTA,,,逸盛大化,17816,0,,,,
2017-01-18,TA,PTA,小计,,,30341,-200,2003,,,
2017-01-18,TA,PTA,0517,逸盛石化,逸盛石化,49905,-30,,-20,,
2017-01-18,TA,PTA,小计,,,49905,-30,0,,,
2017-01-18,TA,PTA,0518,浙江恒盛,,0,0,,0,,
2017-01-18,TA,PTA,0519,荣盛石化,,0,0,,0,,
2017-01-18,TA,PTA,0521,浙江特产,逸盛大化,2002,0,,0,,
2017-01-18,TA,PTA,小计,,,2002,0,0,,,
2017-01-18,TA,PTA,0523,苏州港口,恒力石化,2002,0,,0,,
2017-01-18,TA,PTA,小计,,,2002,0,0,,,
2017-01-18,TA,PTA,0524,恒力石化（厂库）,,0,0,,0,,
2017-01-18,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,50000,0,,0,,
2017-01-18,TA,PTA,小计,,,50000,0,0,,,
2017-01-18,TA,PTA,0527,江苏国望,恒力石化,932,0,,0,,
2017-01-18,TA,PTA,,,佳龙石化,2659,0,,,,
2017-01-18,TA,PTA,,,逸盛大化,3233,0,,,,
2017-01-18,TA,PTA,小计,,,6824,0,5166,,,
2017-01-18,TA,PTA,0528,恒逸高新,,0,0,,0,,
2017-01-18,TA,PTA,0529,江苏江海,,0,0,,0,,
2017-01-18,TA,PTA,0530,华润包装,江阴汉邦,3201,0,,0,,
2017-01-18,TA,PTA,,,逸盛大化,396,0,,,,
2017-01-18,TA,PTA,小计,,,3597,0,0,,,
2017-01-18,TA,PTA,0531,嘉兴海陆,逸盛大化,7028,0,,0,,
2017-01-18,TA,PTA,小计,,,7028,0,0,,,
2017-01-18,TA,PTA,总计,,,221049,550,14164,,,
2017-01-19,TA,PTA,0314,江苏协丰,海伦石化,1848,0,,0,,
2017-01-19,TA,PTA,,,江阴汉邦,6420,330,,,,
2017-01-19,TA,PTA,,,逸盛大化,4328,594,,,,
2017-01-19,TA,PTA,小计,,,12596,924,0,,,
2017-01-19,TA,PTA,0501,浙江八三七,,0,0,,-20,,
2017-01-19,TA,PTA,0504,张家港华瑞,海伦石化,1144,0,,0,,
2017-01-19,TA,PTA,,,恒力石化,1001,0,,,,
2017-01-19,TA,PTA,,,江阴汉邦,1188,0,,,,
2017-01-19,TA,PTA,,,逸盛大化,3860,0,,,,
2017-01-19,TA,PTA,小计,,,7193,0,1100,,,
2017-01-19,TA,PTA,0505,杭州临港物流,逸盛石化,2,0,,0,,
2017-01-19,TA,PTA,小计,,,2,0,4004,,,
2017-01-19,TA,PTA,0506,宁波高新,宁波三菱,2941,0,,-20,,
2017-01-19,TA,PTA,小计,,,2941,0,1360,,,
2017-01-19,TA,PTA,0508,平湖华瑞,逸盛大化,13669,-99,,0,,
2017-01-19,TA,PTA,,,逸盛石化,693,0,,,,
2017-01-19,TA,PTA,小计,,,14362,-99,201,,,
2017-01-19,TA,PTA,0509,张家港港务,逸盛大化,2347,0,,0,,
2017-01-19,TA,PTA,小计,,,2347,0,0,,,
2017-01-19,TA,PTA,0513,嘉兴石化,,0,0,,0,,
2017-01-19,TA,PTA,0514,江苏恒科,恒力石化,23760,0,,0,,
2017-01-19,TA,PTA,小计,,,23760,0,0,,,
2017-01-19,TA,PTA,0515,海伦石化,海伦石化,6974,0,,0,,
2017-01-19,TA,PTA,小计,,,6974,0,0,,,
2017-01-19,TA,PTA,0516,张家港外服,海伦石化,2574,0,,0,,
2017-01-19,TA,PTA,,,恒力石化,7635,0,,,,
2017-01-19,TA,PTA,,,佳龙石化,1918,0,,,,
2017-01-19,TA,PTA,,,江阴汉邦,398,0,,,,
2017-01-19,TA,PTA,,,逸盛大化,17816,0,,,,
2017-01-19,TA,PTA,小计,,,30341,0,2003,,,
2017-01-19,TA,PTA,0517,逸盛石化,逸盛石化,49865,-40,,-20,,
2017-01-19,TA,PTA,小计,,,49865,-40,0,,,
2017-01-19,TA,PTA,0518,浙江恒盛,,0,0,,0,,
2017-01-19,TA,PTA,0519,荣盛石化,,0,0,,0,,
2017-01-19,TA,PTA,0521,浙江特产,逸盛大化,2002,0,,0,,
2017-01-19,TA,PTA,小计,,,2002,0,0,,,
2017-01-19,TA,PTA,0523,苏州港口,恒力石化,2002,0,,0,,
2017-01-19,TA,PTA,小计,,,2002,0,0,,,
2017-01-19,TA,PTA,0524,恒力石化（厂库）,,0,0,,0,,
2017-01-19,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,50000,0,,0,,
2017-01-19,TA,PTA,小计,,,50000,0,0,,,
2017-01-19,TA,PTA,0527,江苏国望,恒力石化,932,0,,0,,
2017-01-19,TA,PTA,,,佳龙石化,2659,0,,,,
2017-01-19,TA,PTA,,,江阴汉邦,3960,3960,,,,
2017-01-19,TA,PTA,,,逸盛大化,3233,0,,,,
2017-01-19,TA,PTA,小计,,,10784,3960,1206,,,
2017-01-19,TA,PTA,0528,恒逸高新,,0,0,,0,,
2017-01-19,TA,PTA,0529,江苏江海,,0,0,,0,,
2017-01-19,TA,PTA,0530,华润包装,江阴汉邦,3201,0,,0,,
2017-01-19,TA,PTA,,,逸盛大化,396,0,,,,
2017-01-19,TA,PTA,小计,,,3597,0,0,,,
2017-01-19,TA,PTA,0531,嘉兴海陆,逸盛大化,7028,0,,0,,
2017-01-19,TA,PTA,小计,,,7028,0,0,,,
2017-01-19,TA,PTA,总计,,,225794,4745,9874,,,
2017-01-20,TA,PTA,0314,江苏协丰,海伦石化,1848,0,,0,,
2017-01-20,TA,PTA,,,江阴汉邦,6420,0,,,,
2017-01-20,TA,PTA,,,逸盛大化,4328,0,,,,
2017-01-20,TA,PTA,小计,,,12596,0,0,,,
2017-01-20,TA,PTA,0501,浙江八三七,,0,0,,-20,,
2017-01-20,TA,PTA,0504,张家港华瑞,海伦石化,1144,0,,0,,
2017-01-20,TA,PTA,,,恒力石化,1001,0,,,,
2017-01-20,TA,PTA,,,江阴汉邦,1188,0,,,,
2017-01-20,TA,PTA,,,逸盛大化,3860,0,,,,
2017-01-20,TA,PTA,小计,,,7193,0,1100,,,
2017-01-20,TA,PTA,0505,杭州临港物流,逸盛石化,2,0,,0,,
2017-01-20,TA,PTA,小计,,,2,0,4004,,,
2017-01-20,TA,PTA,0506,宁波高新,宁波三菱,2941,0,,-20,,
2017-01-20,TA,PTA,小计,,,2941,0,1360,,,
2017-01-20,TA,PTA,0508,平湖华瑞,逸盛大化,13669,0,,0,,
2017-01-20,TA,PTA,,,逸盛石化,693,0,,,,
2017-01-20,TA,PTA,小计,,,14362,0,401,,,
2017-01-20,TA,PTA,0509,张家港港务,逸盛大化,2347,0,,0,,
2017-01-20,TA,PTA,小计,,,2347,0,0,,,
2017-01-20,TA,PTA,0513,嘉兴石化,,0,0,,0,,
2017-01-20,TA,PTA,0514,江苏恒科,恒力石化,23760,0,,0,,
2017-01-20,TA,PTA,小计,,,23760,0,0,,,
2017-01-20,TA,PTA,0515,海伦石化,海伦石化,6974,0,,0,,
2017-01-20,TA,PTA,小计,,,6974,0,0,,,
2017-01-20,TA,PTA,0516,张家港外服,海伦石化,2574,0,,0,,
2017-01-20,TA,PTA,,,恒力石化,7635,0,,,,
2017-01-20,TA,PTA,,,佳龙石化,1918,0,,,,
2017-01-20,TA,PTA,,,江阴汉邦,398,0,,,,
2017-01-20,TA,PTA,,,逸盛大化,17816,0,,,,
2017-01-20,TA,PTA,小计,,,30341,0,2003,,,
2017-01-20,TA,PTA,0517,逸盛石化,逸盛石化,49865,0,,-20,,
2017-01-20,TA,PTA,小计,,,49865,0,0,,,
2017-01-20,TA,PTA,0518,浙江恒盛,,0,0,,0,,
2017-01-20,TA,PTA,0519,荣盛石化,,0,0,,0,,
2017-01-20,TA,PTA,0521,浙江特产,逸盛大化,1602,-400,,0,,
2017-01-20,TA,PTA,小计,,,1602,-400,0,,,
2017-01-20,TA,PTA,0523,苏州港口,恒力石化,2002,0,,0,,
2017-01-20,TA,PTA,小计,,,2002,0,0,,,
2017-01-20,TA,PTA,0524,恒力石化（厂库）,,0,0,,0,,
2017-01-20,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,49400,-600,,0,,
2017-01-20,TA,PTA,小计,,,49400,-600,0,,,
2017-01-20,TA,PTA,0527,江苏国望,恒力石化,932,0,,0,,
2017-01-20,TA,PTA,,,佳龙石化,2659,0,,,,
2017-01-20,TA,PTA,,,江阴汉邦,3960,0,,,,
2017-01-20,TA,PTA,,,逸盛大化,3212,-21,,,,
2017-01-20,TA,PTA,小计,,,10763,-21,1206,,,
2017-01-20,TA,PTA,0528,恒逸高新,,0,0,,0,,
2017-01-20,TA,PTA,0529,江苏江海,,0,0,,0,,
2017-01-20,TA,PTA,0530,华润包装,江阴汉邦,3201,0,,0,,
2017-01-20,TA,PTA,,,逸盛大化,396,0,,,,
2017-01-20,TA,PTA,小计,,,3597,0,0,,,
2017-01-20,TA,PTA,0531,嘉兴海陆,逸盛大化,7028,0,,0,,
2017-01-20,TA,PTA,小计,,,7028,0,0,,,
2017-01-20,TA,PTA,总计,,,224773,-1021,10074,,,
2017-01-23,TA,PTA,0314,江苏协丰,海伦石化,1848,0,,0,,
2017-01-23,TA,PTA,,,江阴汉邦,6420,0,,,,
2017-01-23,TA,PTA,,,逸盛大化,4328,0,,,,
2017-01-23,TA,PTA,小计,,,12596,0,0,,,
2017-01-23,TA,PTA,0501,浙江八三七,,0,0,,-20,,
2017-01-23,TA,PTA,0504,张家港华瑞,海伦石化,1144,0,,0,,
2017-01-23,TA,PTA,,,恒力石化,1001,0,,,,
2017-01-23,TA,PTA,,,江阴汉邦,1188,0,,,,
2017-01-23,TA,PTA,,,逸盛大化,3860,0,,,,
2017-01-23,TA,PTA,小计,,,7193,0,1100,,,
2017-01-23,TA,PTA,0505,杭州临港物流,宁波三菱,1346,1346,,0,,
2017-01-23,TA,PTA,,,逸盛石化,2,0,,,,
2017-01-23,TA,PTA,小计,,,1348,1346,2658,,,
2017-01-23,TA,PTA,0506,宁波高新,宁波三菱,4301,1360,,-20,,
2017-01-23,TA,PTA,小计,,,4301,1360,0,,,
2017-01-23,TA,PTA,0508,平湖华瑞,逸盛大化,13669,0,,0,,
2017-01-23,TA,PTA,,,逸盛石化,693,0,,,,
2017-01-23,TA,PTA,小计,,,14362,0,601,,,
2017-01-23,TA,PTA,0509,张家港港务,逸盛大化,2347,0,,0,,
2017-01-23,TA,PTA,小计,,,2347,0,0,,,
2017-01-23,TA,PTA,0513,嘉兴石化,,0,0,,0,,
2017-01-23,TA,PTA,0514,江苏恒科,恒力石化,23760,0,,0,,
2017-01-23,TA,PTA,小计,,,23760,0,0,,,
2017-01-23,TA,PTA,0515,海伦石化,海伦石化,6974,0,,0,,
2017-01-23,TA,PTA,小计,,,6974,0,0,,,
2017-01-23,TA,PTA,0516,张家港外服,海伦石化,2574,0,,0,,
2017-01-23,TA,PTA,,,恒力石化,7635,0,,,,
2017-01-23,TA,PTA,,,佳龙石化,1918,0,,,,
2017-01-23,TA,PTA,,,江阴汉邦,398,0,,,,
2017-01-23,TA,PTA,,,逸盛大化,17816,0,,,,
2017-01-23,TA,PTA,小计,,,30341,0,2003,,,
2017-01-23,TA,PTA,0517,逸盛石化,逸盛石化,49735,-130,,-20,,
2017-01-23,TA,PTA,小计,,,49735,-130,0,,,
2017-01-23,TA,PTA,0518,浙江恒盛,,0,0,,0,,
2017-01-23,TA,PTA,0519,荣盛石化,,0,0,,0,,
2017-01-23,TA,PTA,0521,浙江特产,逸盛大化,1502,-100,,0,,
2017-01-23,TA,PTA,小计,,,1502,-100,0,,,
2017-01-23,TA,PTA,0523,苏州港口,恒力石化,2002,0,,0,,
2017-01-23,TA,PTA,小计,,,2002,0,0,,,
2017-01-23,TA,PTA,0524,恒力石化（厂库）,,0,0,,0,,
2017-01-23,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,48400,-1000,,0,,
2017-01-23,TA,PTA,小计,,,48400,-1000,0,,,
2017-01-23,TA,PTA,0527,江苏国望,恒力石化,932,0,,0,,
2017-01-23,TA,PTA,,,佳龙石化,2659,0,,,,
2017-01-23,TA,PTA,,,江阴汉邦,3960,0,,,,
2017-01-23,TA,PTA,,,逸盛大化,3212,0,,,,
2017-01-23,TA,PTA,小计,,,10763,0,1206,,,
2017-01-23,TA,PTA,0528,恒逸高新,,0,0,,0,,
2017-01-23,TA,PTA,0529,江苏江海,,0,0,,0,,
2017-01-23,TA,PTA,0530,华润包装,江阴汉邦,2101,-1100,,0,,
2017-01-23,TA,PTA,,,逸盛大化,396,0,,,,
2017-01-23,TA,PTA,小计,,,2497,-1100,0,,,
2017-01-23,TA,PTA,0531,嘉兴海陆,逸盛大化,7028,0,,0,,
2017-01-23,TA,PTA,小计,,,7028,0,0,,,
2017-01-23,TA,PTA,总计,,,225149,376,7568,,,
2017-01-24,TA,PTA,0314,江苏协丰,海伦石化,1848,0,,0,,
2017-01-24,TA,PTA,,,江阴汉邦,6420,0,,,,
2017-01-24,TA,PTA,,,逸盛大化,4328,0,,,,
2017-01-24,TA,PTA,小计,,,12596,0,0,,,
2017-01-24,TA,PTA,0501,浙江八三七,,0,0,,-20,,
2017-01-24,TA,PTA,0504,张家港华瑞,海伦石化,1144,0,,0,,
2017-01-24,TA,PTA,,,恒力石化,1001,0,,,,
2017-01-24,TA,PTA,,,江阴汉邦,1188,0,,,,
2017-01-24,TA,PTA,,,逸盛大化,3860,0,,,,
2017-01-24,TA,PTA,小计,,,7193,0,1100,,,
2017-01-24,TA,PTA,0505,杭州临港物流,宁波三菱,1346,0,,0,,
2017-01-24,TA,PTA,,,逸盛石化,2,0,,,,
2017-01-24,TA,PTA,小计,,,1348,0,2658,,,
2017-01-24,TA,PTA,0506,宁波高新,宁波三菱,4301,0,,-20,,
2017-01-24,TA,PTA,小计,,,4301,0,0,,,
2017-01-24,TA,PTA,0508,平湖华瑞,逸盛大化,13669,0,,0,,
2017-01-24,TA,PTA,,,逸盛石化,693,0,,,,
2017-01-24,TA,PTA,小计,,,14362,0,601,,,
2017-01-24,TA,PTA,0509,张家港港务,逸盛大化,2347,0,,0,,
