date,var,仓库编号,仓库简称,类别,仓单数量,当日增减,有效预报,升贴水,提货点,产地
2019-01-07,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-07,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-07,RM,1008,中粮荆州,,0,0,,0,,
2019-01-07,RM,1010,中纺四川,,0,0,,-100,,
2019-01-07,RM,1012,中纺湛江,,0,0,,-50,,
2019-01-07,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-07,RM,1014,厦门银祥,,0,0,,0,,
2019-01-07,RM,1015,东莞富之源,,0,0,,0,,
2019-01-07,RM,1016,大海粮油,,0,0,,-100,,
2019-01-07,RM,1017,福州集佳,,0,0,,0,,
2019-01-07,RM,1018,中纺福建,,0,0,,0,,
2019-01-07,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-07,RM,总计,,,0,0,0,,,
2019-01-08,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-08,RM,1002,南通粮油,,0,0,,0,,
2019-01-08,RM,1004,益海安徽,,0,0,,0,,
2019-01-08,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-08,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-08,RM,1008,中粮荆州,,0,0,,0,,
2019-01-08,RM,1010,中纺四川,,0,0,,-100,,
2019-01-08,RM,1012,中纺湛江,MAR,412,412,,-50,,
2019-01-08,RM,小计,,,412,412,0,,,
2019-01-08,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-08,RM,1014,厦门银祥,,0,0,,0,,
2019-01-08,RM,1015,东莞富之源,,0,0,,0,,
2019-01-08,RM,1016,大海粮油,,0,0,,-100,,
2019-01-08,RM,1017,福州集佳,,0,0,,0,,
2019-01-08,RM,1018,中纺福建,,0,0,,0,,
2019-01-08,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-08,RM,总计,,,412,412,0,,,
2019-01-09,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-09,RM,1002,南通粮油,,0,0,,0,,
2019-01-09,RM,1004,益海安徽,,0,0,,0,,
2019-01-09,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-09,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-09,RM,1008,中粮荆州,,0,0,,0,,
2019-01-09,RM,1010,中纺四川,,0,0,,-100,,
2019-01-09,RM,1012,中纺湛江,MAR,412,0,,-50,,
2019-01-09,RM,小计,,,412,0,0,,,
2019-01-09,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-09,RM,1014,厦门银祥,,0,0,,0,,
2019-01-09,RM,1015,东莞富之源,MAR,900,900,,0,,
2019-01-09,RM,小计,,,900,900,0,,,
2019-01-09,RM,1016,大海粮油,,0,0,,-100,,
2019-01-09,RM,1017,福州集佳,,0,0,,0,,
2019-01-09,RM,1018,中纺福建,,0,0,,0,,
2019-01-09,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-09,RM,总计,,,1312,900,0,,,
2019-01-10,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-10,RM,1002,南通粮油,,0,0,,0,,
2019-01-10,RM,1004,益海安徽,,0,0,,0,,
2019-01-10,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-10,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-10,RM,1008,中粮荆州,,0,0,,0,,
2019-01-10,RM,1010,中纺四川,,0,0,,-100,,
2019-01-10,RM,1012,中纺湛江,MAR,312,-100,,-50,,
2019-01-10,RM,小计,,,312,-100,0,,,
2019-01-10,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-10,RM,1014,厦门银祥,,0,0,,0,,
2019-01-10,RM,1015,东莞富之源,MAR,900,0,,0,,
2019-01-10,RM,小计,,,900,0,0,,,
2019-01-10,RM,1016,大海粮油,,0,0,,-100,,
2019-01-10,RM,1017,福州集佳,,0,0,,0,,
2019-01-10,RM,1018,中纺福建,,0,0,,0,,
2019-01-10,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-10,RM,总计,,,1212,-100,0,,,
2019-01-11,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-11,RM,1002,南通粮油,,0,0,,0,,
2019-01-11,RM,1004,益海安徽,,0,0,,0,,
2019-01-11,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-11,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-11,RM,1008,中粮荆州,,0,0,,0,,
2019-01-11,RM,1010,中纺四川,,0,0,,-100,,
2019-01-11,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-11,RM,小计,,,312,0,0,,,
2019-01-11,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-11,RM,1014,厦门银祥,,0,0,,0,,
2019-01-11,RM,1015,东莞富之源,MAR,900,0,,0,,
2019-01-11,RM,小计,,,900,0,0,,,
2019-01-11,RM,1016,大海粮油,,0,0,,-100,,
2019-01-11,RM,1017,福州集佳,,0,0,,0,,
2019-01-11,RM,1018,中纺福建,,0,0,,0,,
2019-01-11,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-11,RM,总计,,,1212,0,0,,,
2019-01-14,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-14,RM,1002,南通粮油,,0,0,,0,,
2019-01-14,RM,1004,益海安徽,,0,0,,0,,
2019-01-14,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-14,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-14,RM,1008,中粮荆州,,0,0,,0,,
2019-01-14,RM,1010,中纺四川,,0,0,,-100,,
2019-01-14,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-14,RM,小计,,,312,0,0,,,
2019-01-14,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-14,RM,1014,厦门银祥,,0,0,,0,,
2019-01-14,RM,1015,东莞富之源,MAR,900,0,,0,,
2019-01-14,RM,小计,,,900,0,0,,,
2019-01-14,RM,1016,大海粮油,,0,0,,-100,,
2019-01-14,RM,1017,福州集佳,,0,0,,0,,
2019-01-14,RM,1018,中纺福建,,0,0,,0,,
2019-01-14,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-14,RM,总计,,,1212,0,0,,,
2019-01-15,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-15,RM,1002,南通粮油,,0,0,,0,,
2019-01-15,RM,1004,益海安徽,,0,0,,0,,
2019-01-15,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-15,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-15,RM,1008,中粮荆州,,0,0,,0,,
2019-01-15,RM,1010,中纺四川,,0,0,,-100,,
2019-01-15,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-15,RM,小计,,,312,0,0,,,
2019-01-15,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-15,RM,1014,厦门银祥,,0,0,,0,,
2019-01-15,RM,1015,东莞富之源,MAR,900,0,,0,,
2019-01-15,RM,小计,,,900,0,0,,,
2019-01-15,RM,1016,大海粮油,,0,0,,-100,,
2019-01-15,RM,1017,福州集佳,,0,0,,0,,
2019-01-15,RM,1018,中纺福建,,0,0,,0,,
2019-01-15,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-15,RM,总计,,,1212,0,0,,,
2019-01-16,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-16,RM,1002,南通粮油,,0,0,,0,,
2019-01-16,RM,1004,益海安徽,,0,0,,0,,
2019-01-16,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-16,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-16,RM,1008,中粮荆州,,0,0,,0,,
2019-01-16,RM,1010,中纺四川,,0,0,,-100,,
2019-01-16,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-16,RM,小计,,,312,0,0,,,
2019-01-16,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-16,RM,1014,厦门银祥,,0,0,,0,,
2019-01-16,RM,1015,东莞富之源,,0,-900,,0,,
2019-01-16,RM,小计,,,0,-900,0,,,
2019-01-16,RM,1016,大海粮油,,0,0,,-100,,
2019-01-16,RM,1017,福州集佳,,0,0,,0,,
2019-01-16,RM,1018,中纺福建,,0,0,,0,,
2019-01-16,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-16,RM,总计,,,312,-900,0,,,
2019-01-17,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-17,RM,1002,南通粮油,,0,0,,0,,
2019-01-17,RM,1004,益海安徽,,0,0,,0,,
2019-01-17,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-17,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-17,RM,1008,中粮荆州,,0,0,,0,,
2019-01-17,RM,1010,中纺四川,,0,0,,-100,,
2019-01-17,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-17,RM,小计,,,312,0,0,,,
2019-01-17,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-17,RM,1014,厦门银祥,,0,0,,0,,
2019-01-17,RM,1015,东莞富之源,,0,0,,0,,
2019-01-17,RM,1016,大海粮油,,0,0,,-100,,
2019-01-17,RM,1017,福州集佳,,0,0,,0,,
2019-01-17,RM,1018,中纺福建,,0,0,,0,,
2019-01-17,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-17,RM,总计,,,312,0,0,,,
2019-01-18,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-18,RM,1002,南通粮油,,0,0,,0,,
2019-01-18,RM,1004,益海安徽,,0,0,,0,,
2019-01-18,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-18,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-18,RM,1008,中粮荆州,,0,0,,0,,
2019-01-18,RM,1010,中纺四川,,0,0,,-100,,
2019-01-18,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-18,RM,小计,,,312,0,0,,,
2019-01-18,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-18,RM,1014,厦门银祥,,0,0,,0,,
2019-01-18,RM,1015,东莞富之源,,0,0,,0,,
2019-01-18,RM,1016,大海粮油,,0,0,,-100,,
2019-01-18,RM,1017,福州集佳,,0,0,,0,,
2019-01-18,RM,1018,中纺福建,,0,0,,0,,
2019-01-18,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-18,RM,总计,,,312,0,0,,,
2019-01-21,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-21,RM,1002,南通粮油,,0,0,,0,,
2019-01-21,RM,1004,益海安徽,,0,0,,0,,
2019-01-21,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-21,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-21,RM,1008,中粮荆州,,0,0,,0,,
2019-01-21,RM,1010,中纺四川,,0,0,,-100,,
2019-01-21,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-21,RM,小计,,,312,0,0,,,
2019-01-21,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-21,RM,1014,厦门银祥,,0,0,,0,,
2019-01-21,RM,1015,东莞富之源,,0,0,,0,,
2019-01-21,RM,1016,大海粮油,,0,0,,-100,,
2019-01-21,RM,1017,福州集佳,,0,0,,0,,
2019-01-21,RM,1018,中纺福建,,0,0,,0,,
2019-01-21,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-21,RM,总计,,,312,0,0,,,
2019-01-22,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-22,RM,1002,南通粮油,,0,0,,0,,
2019-01-22,RM,1004,益海安徽,,0,0,,0,,
2019-01-22,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-22,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-22,RM,1008,中粮荆州,,0,0,,0,,
2019-01-22,RM,1010,中纺四川,,0,0,,-100,,
2019-01-22,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-22,RM,小计,,,312,0,0,,,
2019-01-22,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-22,RM,1014,厦门银祥,,0,0,,0,,
2019-01-22,RM,1015,东莞富之源,,0,0,,0,,
2019-01-22,RM,1016,大海粮油,,0,0,,-100,,
2019-01-22,RM,1017,福州集佳,,0,0,,0,,
2019-01-22,RM,1018,中纺福建,,0,0,,0,,
2019-01-22,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-22,RM,总计,,,312,0,0,,,
2019-01-23,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-23,RM,1002,南通粮油,,0,0,,0,,
2019-01-23,RM,1004,益海安徽,,0,0,,0,,
2019-01-23,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-23,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-23,RM,1008,中粮荆州,,0,0,,0,,
2019-01-23,RM,1010,中纺四川,,0,0,,-100,,
2019-01-23,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-23,RM,小计,,,312,0,0,,,
2019-01-23,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-23,RM,1014,厦门银祥,,0,0,,0,,
2019-01-23,RM,1015,东莞富之源,,0,0,,0,,
2019-01-23,RM,1016,大海粮油,,0,0,,-100,,
2019-01-23,RM,1017,福州集佳,,0,0,,0,,
2019-01-23,RM,1018,中纺福建,,0,0,,0,,
2019-01-23,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-23,RM,总计,,,312,0,0,,,
2019-01-24,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-24,RM,1002,南通粮油,,0,0,,0,,
2019-01-24,RM,1004,益海安徽,,0,0,,0,,
2019-01-24,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-24,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-24,RM,1008,中粮荆州,,0,0,,0,,
2019-01-24,RM,1010,中纺四川,,0,0,,-100,,
2019-01-24,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-24,RM,小计,,,312,0,0,,,
2019-01-24,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-24,RM,1014,厦门银祥,,0,0,,0,,
2019-01-24,RM,1015,东莞富之源,,0,0,,0,,
2019-01-24,RM,1016,大海粮油,,0,0,,-100,,
2019-01-24,RM,1017,福州集佳,,0,0,,0,,
2019-01-24,RM,1018,中纺福建,,0,0,,0,,
2019-01-24,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-24,RM,总计,,,312,0,0,,,
2019-01-25,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-25,RM,1002,南通粮油,,0,0,,0,,
2019-01-25,RM,1004,益海安徽,,0,0,,0,,
2019-01-25,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-25,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-25,RM,1008,中粮荆州,,0,0,,0,,
2019-01-25,RM,1010,中纺四川,,0,0,,-100,,
2019-01-25,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-25,RM,小计,,,312,0,0,,,
2019-01-25,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-25,RM,1014,厦门银祥,,0,0,,0,,
2019-01-25,RM,1015,东莞富之源,,0,0,,0,,
2019-01-25,RM,1016,大海粮油,,0,0,,-100,,
2019-01-25,RM,1017,福州集佳,,0,0,,0,,
2019-01-25,RM,1018,中纺福建,,0,0,,0,,
2019-01-25,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-25,RM,总计,,,312,0,0,,,
2019-01-28,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-28,RM,1002,南通粮油,,0,0,,0,,
2019-01-28,RM,1004,益海安徽,,0,0,,0,,
2019-01-28,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-28,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-28,RM,1008,中粮荆州,,0,0,,0,,
2019-01-28,RM,1010,中纺四川,,0,0,,-100,,
2019-01-28,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-28,RM,小计,,,312,0,0,,,
2019-01-28,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-28,RM,1014,厦门银祥,,0,0,,0,,
2019-01-28,RM,1015,东莞富之源,,0,0,,0,,
2019-01-28,RM,1016,大海粮油,,0,0,,-100,,
2019-01-28,RM,1017,福州集佳,,0,0,,0,,
2019-01-28,RM,1018,中纺福建,,0,0,,0,,
2019-01-28,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-28,RM,总计,,,312,0,0,,,
2019-01-29,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-29,RM,1002,南通粮油,,0,0,,0,,
2019-01-29,RM,1004,益海安徽,,0,0,,0,,
2019-01-29,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-29,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-29,RM,1008,中粮荆州,,0,0,,0,,
2019-01-29,RM,1010,中纺四川,,0,0,,-100,,
2019-01-29,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-29,RM,小计,,,312,0,0,,,
2019-01-29,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-29,RM,1014,厦门银祥,,0,0,,0,,
2019-01-29,RM,1015,东莞富之源,,0,0,,0,,
2019-01-29,RM,1016,大海粮油,,0,0,,-100,,
2019-01-29,RM,1017,福州集佳,,0,0,,0,,
2019-01-29,RM,1018,中纺福建,,0,0,,0,,
2019-01-29,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-29,RM,总计,,,312,0,0,,,
2019-01-30,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-30,RM,1002,南通粮油,,0,0,,0,,
2019-01-30,RM,1004,益海安徽,,0,0,,0,,
2019-01-30,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-30,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-30,RM,1008,中粮荆州,,0,0,,0,,
2019-01-30,RM,1010,中纺四川,,0,0,,-100,,
2019-01-30,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-30,RM,小计,,,312,0,0,,,
2019-01-30,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-30,RM,1014,厦门银祥,,0,0,,0,,
2019-01-30,RM,1015,东莞富之源,,0,0,,0,,
2019-01-30,RM,1016,大海粮油,,0,0,,-100,,
2019-01-30,RM,1017,福州集佳,,0,0,,0,,
2019-01-30,RM,1018,中纺福建,,0,0,,0,,
2019-01-30,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-30,RM,总计,,,312,0,0,,,
2019-01-31,RM,0607,中粮祥瑞,,0,0,,0,,
2019-01-31,RM,1002,南通粮油,,0,0,,0,,
2019-01-31,RM,1004,益海安徽,,0,0,,0,,
2019-01-31,RM,1005,中粮巢湖,,0,0,,0,,
2019-01-31,RM,1006,中粮黄冈,,0,0,,0,,
2019-01-31,RM,1008,中粮荆州,,0,0,,0,,
2019-01-31,RM,1010,中纺四川,,0,0,,-100,,
2019-01-31,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-01-31,RM,小计,,,312,0,0,,,
2019-01-31,RM,1013,中粮钦州,,0,0,,-100,,
2019-01-31,RM,1014,厦门银祥,,0,0,,0,,
2019-01-31,RM,1015,东莞富之源,,0,0,,0,,
2019-01-31,RM,1016,大海粮油,,0,0,,-100,,
2019-01-31,RM,1017,福州集佳,,0,0,,0,,
2019-01-31,RM,1018,中纺福建,,0,0,,0,,
2019-01-31,RM,1019,枫叶粮油,,0,0,,-100,,
2019-01-31,RM,总计,,,312,0,0,,,
2019-02-01,RM,0607,中粮祥瑞,,0,0,,0,,
2019-02-01,RM,1002,南通粮油,,0,0,,0,,
2019-02-01,RM,1004,益海安徽,,0,0,,0,,
2019-02-01,RM,1005,中粮巢湖,,0,0,,0,,
2019-02-01,RM,1006,中粮黄冈,,0,0,,0,,
2019-02-01,RM,1008,中粮荆州,,0,0,,0,,
2019-02-01,RM,1010,中纺四川,,0,0,,-100,,
2019-02-01,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-02-01,RM,小计,,,312,0,0,,,
2019-02-01,RM,1013,中粮钦州,,0,0,,-100,,
2019-02-01,RM,1014,厦门银祥,,0,0,,0,,
2019-02-01,RM,1015,东莞富之源,,0,0,,0,,
2019-02-01,RM,1016,大海粮油,,0,0,,-100,,
2019-02-01,RM,1017,福州集佳,,0,0,,0,,
2019-02-01,RM,1018,中纺福建,,0,0,,0,,
2019-02-01,RM,1019,枫叶粮油,,0,0,,-100,,
2019-02-01,RM,总计,,,312,0,0,,,
2019-02-11,RM,0607,中粮祥瑞,,0,0,,0,,
2019-02-11,RM,1002,南通粮油,,0,0,,0,,
2019-02-11,RM,1004,益海安徽,,0,0,,0,,
2019-02-11,RM,1005,中粮巢湖,,0,0,,0,,
2019-02-11,RM,1006,中粮黄冈,,0,0,,0,,
2019-02-11,RM,1008,中粮荆州,,0,0,,0,,
2019-02-11,RM,1010,中纺四川,,0,0,,-100,,
2019-02-11,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-02-11,RM,小计,,,312,0,0,,,
2019-02-11,RM,1013,中粮钦州,,0,0,,-100,,
2019-02-11,RM,1014,厦门银祥,,0,0,,0,,
2019-02-11,RM,1015,东莞富之源,,0,0,,0,,
2019-02-11,RM,1016,大海粮油,,0,0,,-100,,
2019-02-11,RM,1017,福州集佳,,0,0,,0,,
2019-02-11,RM,1018,中纺福建,,0,0,,0,,
2019-02-11,RM,1019,枫叶粮油,,0,0,,-100,,
2019-02-11,RM,总计,,,312,0,0,,,
2019-02-12,RM,0607,中粮祥瑞,,0,0,,0,,
2019-02-12,RM,1002,南通粮油,,0,0,,0,,
2019-02-12,RM,1004,益海安徽,,0,0,,0,,
2019-02-12,RM,1005,中粮巢湖,,0,0,,0,,
2019-02-12,RM,1006,中粮黄冈,,0,0,,0,,
2019-02-12,RM,1008,中粮荆州,,0,0,,0,,
2019-02-12,RM,1010,中纺四川,,0,0,,-100,,
2019-02-12,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-02-12,RM,小计,,,312,0,0,,,
2019-02-12,RM,1013,中粮钦州,,0,0,,-100,,
2019-02-12,RM,1014,厦门银祥,,0,0,,0,,
2019-02-12,RM,1015,东莞富之源,,0,0,,0,,
2019-02-12,RM,1016,大海粮油,,0,0,,-100,,
2019-02-12,RM,1017,福州集佳,,0,0,,0,,
2019-02-12,RM,1018,中纺福建,,0,0,,0,,
2019-02-12,RM,1019,枫叶粮油,,0,0,,-100,,
2019-02-12,RM,总计,,,312,0,0,,,
2019-02-13,RM,0607,中粮祥瑞,,0,0,,0,,
2019-02-13,RM,1002,南通粮油,,0,0,,0,,
2019-02-13,RM,1004,益海安徽,,0,0,,0,,
2019-02-13,RM,1005,中粮巢湖,,0,0,,0,,
2019-02-13,RM,1006,中粮黄冈,,0,0,,0,,
2019-02-13,RM,1008,中粮荆州,,0,0,,0,,
2019-02-13,RM,1010,中纺四川,,0,0,,-100,,
2019-02-13,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-02-13,RM,小计,,,312,0,0,,,
2019-02-13,RM,1013,中粮钦州,,0,0,,-100,,
2019-02-13,RM,1014,厦门银祥,,0,0,,0,,
2019-02-13,RM,1015,东莞富之源,,0,0,,0,,
2019-02-13,RM,1016,大海粮油,,0,0,,-100,,
2019-02-13,RM,1017,福州集佳,,0,0,,0,,
2019-02-13,RM,1018,中纺福建,,0,0,,0,,
2019-02-13,RM,1019,枫叶粮油,,0,0,,-100,,
2019-02-13,RM,总计,,,312,0,0,,,
2019-02-14,RM,0607,中粮祥瑞,,0,0,,0,,
2019-02-14,RM,1002,南通粮油,,0,0,,0,,
2019-02-14,RM,1004,益海安徽,,0,0,,0,,
2019-02-14,RM,1005,中粮巢湖,,0,0,,0,,
2019-02-14,RM,1006,中粮黄冈,,0,0,,0,,
2019-02-14,RM,1008,中粮荆州,,0,0,,0,,
2019-02-14,RM,1010,中纺四川,,0,0,,-100,,
2019-02-14,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-02-14,RM,小计,,,312,0,0,,,
2019-02-14,RM,1013,中粮钦州,,0,0,,-100,,
2019-02-14,RM,1014,厦门银祥,,0,0,,0,,
2019-02-14,RM,1015,东莞富之源,,0,0,,0,,
2019-02-14,RM,1016,大海粮油,,0,0,,-100,,
2019-02-14,RM,1017,福州集佳,,0,0,,0,,
2019-02-14,RM,1018,中纺福建,,0,0,,0,,
2019-02-14,RM,1019,枫叶粮油,,0,0,,-100,,
2019-02-14,RM,总计,,,312,0,0,,,
2019-02-15,RM,0607,中粮祥瑞,,0,0,,0,,
2019-02-15,RM,1002,南通粮油,,0,0,,0,,
2019-02-15,RM,1004,益海安徽,,0,0,,0,,
2019-02-15,RM,1005,中粮巢湖,,0,0,,0,,
2019-02-15,RM,1006,中粮黄冈,,0,0,,0,,
2019-02-15,RM,1008,中粮荆州,,0,0,,0,,
2019-02-15,RM,1010,中纺四川,,0,0,,-100,,
2019-02-15,RM,1012,中纺湛江,MAR,312,0,,-50,,
2019-02-15,RM,小计,,,312,0,0,,,
2019-02-15,RM,1013,中粮钦州,,0,0,,-100,,
2019-02-15,RM,1014,厦门银祥,,0,0,,0,,
2019-02-15,RM,1015,东莞富之源,,0,0,,0,,
2019-02-15,RM,1016,大海粮油,,0,0,,-100,,
2019-02-15,RM,1017,福州集佳,,0,0,,0,,
2019-02-15,RM,1018,中纺福建,,0,0,,0,,
2019-02-15,RM,1019,枫叶粮油,,0,0,,-100,,
2019-02-15,RM,总计,,,312,0,0,,,
2019-02-18,RM,0607,中粮祥瑞,,0,0,,0,,
2019-02-18,RM,1002,南通粮油,,0,0,,0,,
2019-02-18,RM,1004,益海安徽,,0,0,,0,,
2019-02-18,RM,1005,中粮巢湖,,0,0,,0,,
2019-02-18,RM,1006,中粮黄冈,,0,0,,0,,
2019-02-18,RM,1008,中粮荆州,,0,0,,0,,
2019-02-18,RM,1010,中纺四川,,0,0,,-100,,
2019-02-18,RM,1012,中纺湛江,MAR,242,-70,,-50,,
2019-02-18,RM,小计,,,242,-70,0,,,
2019-02-18,RM,1013,中粮钦州,,0,0,,-100,,
2019-02-18,RM,1014,厦门银祥,,0,0,,0,,
2019-02-18,RM,1015,东莞富之源,,0,0,,0,,
2019-02-18,RM,1016,大海粮油,,0,0,,-100,,
2019-02-18,RM,1017,福州集佳,,0,0,,0,,
2019-02-18,RM,1018,中纺福建,,0,0,,0,,
2019-02-18,RM,1019,枫叶粮油,,0,0,,-100,,
2019-02-18,RM,总计,,,242,-70,0,,,
2019-02-19,RM,0607,中粮祥瑞,,0,0,,0,,
2019-02-19,RM,1002,南通粮油,,0,0,,0,,
2019-02-19,RM,1004,益海安徽,,0,0,,0,,
2019-02-19,RM,1005,中粮巢湖,,0,0,,0,,
2019-02-19,RM,1006,中粮黄冈,,0,0,,0,,
2019-02-19,RM,1008,中粮荆州,,0,0,,0,,
2019-02-19,RM,1010,中纺四川,,0,0,,-100,,
2019-02-19,RM,1012,中纺湛江,MAR,242,0,,-50,,
2019-02-19,RM,小计,,,242,0,0,,,
2019-02-19,RM,1013,中粮钦州,,0,0,,-100,,
2019-02-19,RM,1014,厦门银祥,,0,0,,0,,
2019-02-19,RM,1015,东莞富之源,,0,0,,0,,
2019-02-19,RM,1016,大海粮油,,0,0,,-100,,
2019-02-19,RM,1017,福州集佳,,0,0,,0,,
2019-02-19,RM,1018,中纺福建,,0,0,,0,,
2019-02-19,RM,1019,枫叶粮油,,0,0,,-100,,
2019-02-19,RM,总计,,,242,0,0,,,
2019-02-20,RM,0607,中粮祥瑞,,0,0,,0,,
2019-02-20,RM,1002,南通粮油,,0,0,,0,,
2019-02-20,RM,1004,益海安徽,,0,0,,0,,
2019-02-20,RM,1005,中粮巢湖,,0,0,,0,,
2019-02-20,RM,1006,中粮黄冈,,0,0,,0,,
2019-02-20,RM,1008,中粮荆州,,0,0,,0,,
2019-02-20,RM,1010,中纺四川,,0,0,,-100,,
2019-02-20,RM,1012,中纺湛江,MAR,242,0,,-50,,
