date,dom_basis,dom_basis_1st,dom_basis_2nd
2019-06-28,86.67000000000007,-1.6599999999998545,-40.31999999999971
2019-07-05,4.329999999999927,-82.34000000000015,-80.68000000000029
2019-07-12,9.670000000000073,5.3400000000001455,87.68000000000029
2019-07-19,53.67000000000007,44.0,38.659999999999854
2019-07-26,55.32999999999993,1.6599999999998545,-42.340000000000146
2019-08-02,57.32999999999993,2.0,0.3400000000001455
2019-08-09,76.67000000000007,19.340000000000146,17.340000000000146
2019-08-16,-45.0,-121.67000000000007,-141.01000000000022
2019-08-23,11.329999999999927,56.32999999999993,178.0
2019-08-30,-7.0,-18.329999999999927,-74.65999999999985
2019-09-06,3.6700000000000728,10.670000000000073,29.0
2019-09-13,-66.0,-69.67000000000007,-80.34000000000015
2019-09-20,-69.67000000000007,-3.6700000000000728,66.0
2019-09-27,-51.67000000000007,18.0,21.670000000000073
2019-10-04,-38.0,13.670000000000073,-4.329999999999927
2019-10-11,27.0,65.0,51.32999999999993
2019-10-18,-23.329999999999927,-50.32999999999993,-115.32999999999993
2019-10-25,57.67000000000007,81.0,131.32999999999993
2019-11-01,20.670000000000073,-37.0,-118.0
2019-11-08,-14.0,-34.67000000000007,2.3299999999999272
2019-11-15,-43.0,-29.0,5.670000000000073
2019-11-22,-13.329999999999927,29.670000000000073,58.67000000000007
2019-11-29,-13.329999999999927,0.0,-29.670000000000073
2019-12-06,49.0,62.32999999999993,62.32999999999993
2019-12-13,64.67000000000007,15.670000000000073,-46.659999999999854
2019-12-20,40.0,-24.670000000000073,-40.340000000000146
2019-12-27,60.32999999999993,20.329999999999927,45.0
2020-01-03,75.67000000000007,15.340000000000146,-4.989999999999782
2020-01-10,77.0,1.3299999999999272,-14.010000000000218
2020-01-17,25.0,-52.0,-53.32999999999993
2020-01-24,67.32999999999993,42.32999999999993,94.32999999999993
2020-02-07,13.0,-54.32999999999993,-96.65999999999985
2020-02-14,44.0,31.0,85.32999999999993
2020-02-21,51.32999999999993,7.329999999999927,-23.670000000000073
2020-02-28,18.0,-33.32999999999993,-40.659999999999854
2020-03-06,87.0,69.0,102.32999999999993
2020-03-13,14.670000000000073,-72.32999999999993,-141.32999999999993
2020-03-20,43.32999999999993,28.659999999999854,100.98999999999978
2020-03-27,128.0,84.67000000000007,56.01000000000022
2020-04-03,145.67000000000007,17.670000000000073,-67.0
2020-04-10,63.32999999999993,-82.34000000000015,-100.01000000000022
2020-04-17,55.32999999999993,-8.0,74.34000000000015
2020-04-24,69.67000000000007,14.340000000000146,22.340000000000146
2020-05-01,68.67000000000007,-1.0,-15.340000000000146
2020-05-08,35.0,-33.67000000000007,-32.67000000000007
2020-05-15,17.329999999999927,-17.670000000000073,16.0
2020-05-22,21.0,3.6700000000000728,21.340000000000146
2020-05-29,38.32999999999993,17.329999999999927,13.659999999999854
2020-06-05,50.67000000000007,12.340000000000146,-4.989999999999782
2020-06-12,18.329999999999927,-32.340000000000146,-44.68000000000029
2020-06-19,0.6700000000000728,-17.659999999999854,14.680000000000291
2020-06-26,-0.6700000000000728,-1.3400000000001455,16.31999999999971
2020-07-03,65.32999999999993,66.0,67.34000000000015
2020-07-10,33.67000000000007,-31.659999999999854,-97.65999999999985
2020-07-17,65.32999999999993,31.659999999999854,63.31999999999971
2020-07-24,74.0,8.670000000000073,-22.98999999999978
2020-07-31,90.67000000000007,16.670000000000073,8.0
2020-08-07,78.0,-12.670000000000073,-29.340000000000146
2020-08-14,-9.0,-87.0,-74.32999999999993
2020-08-21,13.670000000000073,22.670000000000073,109.67000000000007
2020-08-28,64.67000000000007,51.0,28.329999999999927
2020-09-04,67.32999999999993,2.6599999999998545,-48.340000000000146
2020-09-11,88.0,20.670000000000073,18.01000000000022
2020-09-18,94.67000000000007,6.670000000000073,-14.0
2020-09-25,80.67000000000007,-14.0,-20.670000000000073
2020-10-02,55.0,-25.670000000000073,-11.670000000000073
2020-10-09,102.67000000000007,47.67000000000007,73.34000000000015
2020-10-16,160.0,57.32999999999993,9.659999999999854
2020-10-23,105.32999999999993,-54.67000000000007,-112.0
2020-10-30,68.0,-37.32999999999993,17.340000000000146
2020-11-06,156.0,88.0,125.32999999999993
2020-11-13,83.0,-73.0,-161.0
2020-11-20,142.32999999999993,59.32999999999993,132.32999999999993
2020-11-27,176.0,33.67000000000007,-25.659999999999854
2020-12-04,188.67000000000007,12.670000000000073,-21.0
2020-12-11,124.0,-64.67000000000007,-77.34000000000015
2020-12-18,212.0,88.0,152.67000000000007
2020-12-25,229.0,17.0,-71.0
2021-01-01,299.6700000000001,70.67000000000007,53.67000000000007
2021-01-08,219.32999999999993,-80.34000000000015,-151.01000000000022
2021-01-15,297.3299999999999,78.0,158.34000000000015
2021-01-22,255.32999999999993,-42.0,-120.0
2021-01-29,148.67000000000007,-106.65999999999985,-64.65999999999985
2021-02-05,199.0,50.32999999999993,156.98999999999978
2021-02-12,152.0,-47.0,-97.32999999999993
2021-02-19,120.32999999999993,-31.670000000000073,15.329999999999927
2021-02-26,161.32999999999993,41.0,72.67000000000007
2021-03-05,86.0,-75.32999999999993,-116.32999999999993
2021-03-12,197.32999999999993,111.32999999999993,186.65999999999985
2021-03-19,94.32999999999993,-103.0,-214.32999999999993
2021-03-26,143.0,48.67000000000007,151.67000000000007
