date,roll_yield,roll_yield_1st,roll_yield_2nd
2017-01-03,0.0013172338301634,,
2017-01-04,0.0065005442552709,0.0051833104251075,
2017-01-05,0.0052196620388029,-0.0012808822164680003,-0.006464192641575501
2017-01-06,0.009160312460671,0.0039406504218681,0.0052215326383361
2017-01-09,0.0091843500554694,2.4037594798400827e-05,-0.003916612827069699
2017-01-10,0.0118084560944235,0.0026241060389540997,0.002600068444155699
2017-01-11,0.0219591938464057,0.0101507377519822,0.007526631713028101
2017-01-12,0.0181269433678877,-0.003832250478518002,-0.013982988230500202
2017-01-13,0.0214511954972279,0.0033242521293402015,0.007156502607858203
2017-01-16,0.0273293815466918,0.005878186049463899,0.0025539339201236973
2017-01-17,0.0247424082900513,-0.0025869732566405,-0.008465159306104399
2017-01-18,0.0271049071737376,0.0023624988836863023,0.004949472140326802
2017-01-19,0.0293640190984884,0.002259111924750798,-0.00010338695893550437
2017-01-20,0.0222865242857424,-0.007077494812745999,-0.009336606737496797
2017-01-23,0.0210440309981536,-0.0012424932875888008,0.005835001525157198
2017-01-24,0.0221858036584706,0.0011417726603170017,0.0023842659479058025
2017-01-25,0.0201427529687493,-0.002043050689721302,-0.0031848233500383037
2017-01-26,0.0262119412473103,0.006069188278561,0.008112238968282302
2017-02-03,0.0087445408572058,-0.0174674003901045,-0.0235365886686655
2017-02-06,-0.0,-0.0087445408572058,0.008722859532898699
2017-02-07,-0.0061162100695449,-0.0061162100695449,0.0026283307876609
2017-02-08,-0.0084117819982028,-0.0022955719286579003,0.0038206381408869994
2017-02-09,-0.0096618441001264,-0.0012500621019235995,0.0010455098267343008
2017-02-10,-0.0059512021102958,0.003710641989830599,0.004960704091754199
2017-02-13,-0.0071741763962271,-0.0012229742859312994,-0.004933616275761899
2017-02-14,-0.0108673896256925,-0.0036932132294653997,-0.0024702389435341003
2017-02-15,-0.0109333994269278,-6.600980123530088e-05,0.003627203428230099
2017-02-16,-0.0156973592192778,-0.004763959792349998,-0.004697949991114697
2017-02-17,-0.0343702613741579,-0.0186729021548801,-0.013908942362530102
2017-02-20,-0.0488212564436125,-0.014450995069454603,0.004221907085425497
2017-02-21,-0.047055056779971,0.001766199663641499,0.016217194733096102
2017-02-22,-0.0538570155577312,-0.0068019587777602,-0.0085681584414017
2017-02-23,-0.0610359437948468,-0.007178928237115599,-0.00037696945935539877
2017-02-24,-0.0460112645946147,0.0150246792002321,0.0222036074373477
2017-02-27,-0.0334092955801372,0.0126019690144775,-0.0024227101857546007
2017-02-28,-0.0447398515521528,-0.011330555972015599,-0.0239325249864931
2017-03-01,-0.0429718826611815,0.0017679688909712984,0.013098524862986897
2017-03-02,-0.0375838417276821,0.0053880409334993995,0.003620072042528101
2017-03-03,-0.0365116068607653,0.0010722348669168005,-0.004315806066582599
2017-03-06,-0.0204286789796853,0.01608292788108,0.0150106930141632
2017-03-07,-0.0132770283094575,0.007151650670227801,-0.0089312772108522
2017-03-08,-0.0209747924121656,-0.0076977641027081,-0.014849414772935901
2017-03-09,-0.0246813403647046,-0.003706547952539,0.0039912161501691
2017-03-10,-0.012557573798034,0.012123766566670599,0.015830314519209597
2017-03-13,-0.0199751050084661,-0.007417531210432099,-0.019541297777102697
2017-03-14,-0.0240761587886331,-0.004101053780167001,0.003316477430265098
2017-03-15,-0.0137873649816058,0.0102887938070273,0.014389847587194301
2017-03-16,-0.0250942492031716,-0.0113068842215658,-0.0215956780285931
2017-03-17,-0.0289735613375892,-0.0038793121344176014,0.007427572087148199
2017-03-20,-0.0185452888123357,0.010428272525253503,0.014307584659671104
2017-03-21,-0.0162128850221443,0.0023324037901913987,-0.008095868735062104
2017-03-22,-0.0212633785725468,-0.005050493550402501,-0.0073828973405939
2017-03-23,-0.0166134609879337,0.004649917584613101,0.009700411135015602
2017-03-24,-0.0128589995420557,0.003754461445878,-0.0008954561387351009
2017-03-27,-0.0115557600615831,0.0013032394804726004,-0.0024512219654053997
2017-03-28,-0.0051369875565371,0.0064187725050459995,0.005115533024573399
2017-03-29,-0.0165711065058968,-0.011434118949359699,-0.017852891454405696
2017-03-30,-0.0025662961359632,0.014004810369933599,0.0254389293192933
2017-03-31,-0.002571796128355,-5.499992391800202e-06,-0.014010310362325399
