date,dom_basis,dom_basis_1st,dom_basis_2nd,basis_factor,basis_factor_zscore,basis_factor_zscore_近三周mean
2019-11-01,-80.22000000000025,-98.22000000000024,-34.0,-85.37600000000019,-0.4575698473889488,
2019-11-08,30.890000000000327,111.11000000000058,209.33000000000084,130.75400000000064,0.7170857740828599,
2019-11-15,-51.77999999999975,-82.67000000000007,-193.78000000000063,-104.8920000000002,-0.5636383205701071,
2019-11-22,-13.109999999999673,38.67000000000007,121.34000000000016,55.20400000000009,0.3064753442388056,-0.10137413129206534
2019-11-29,8.0,21.10999999999968,-17.5600000000004,13.375999999999662,0.07914227925512393,0.15330759925051948
2019-12-06,8.0,0.0,-21.10999999999968,-4.221999999999936,-0.016501960908945554,-0.05934023235872585
2019-12-13,96.0,88.0,88.0,88.0,0.4847199459220018,0.12303855419499467
2019-12-20,88.0,-8.0,-96.0,-25.6,-0.13269030993880862,0.18245342142272672
2019-12-27,184.4399999999996,96.4399999999996,104.4399999999996,98.0399999999996,0.53928683825336,0.11184255835808254
2020-01-03,140.4399999999996,-44.0,-140.4399999999996,-63.287999999999926,-0.3375226842599546,0.2971054914121844
2020-01-10,156.89000000000033,16.450000000000728,60.45000000000073,25.25000000000073,0.14367686885100353,0.02302461468486559
2020-01-17,68.4399999999996,-88.45000000000073,-104.90000000000146,-91.74000000000088,-0.4921578655958028,0.11514700761480297
2020-01-24,40.4399999999996,-28.0,60.45000000000073,-10.309999999999857,-0.04958993307162658,-0.22866789366825127
2020-02-07,-173.32999999999993,-213.7699999999996,-185.7699999999996,-208.1699999999996,-1.1249490283587726,-0.13269030993880862
2020-02-14,-77.32999999999993,96.0,309.7699999999995,138.7539999999999,0.7605653695660116,-0.5555656090087341
2020-02-21,77.10999999999967,154.4399999999996,58.4399999999996,135.2399999999996,0.7414669572500339,-0.13799119728812925
2020-02-28,248.4399999999996,171.32999999999993,16.890000000000327,140.442,0.769739564212958,0.1256944328190909
2020-03-06,133.5600000000004,-114.8799999999992,-286.2099999999991,-149.1459999999992,-0.804156572884048,0.7572572970096677
2020-03-13,221.33,87.76999999999953,202.6499999999988,110.74599999999938,0.6083433057794808,0.23568331619298122
2020-03-20,273.1100000000001,51.7800000000002,-35.98999999999933,34.2260000000003,0.19246097498310183,0.1913087657027969
2020-03-27,151.32999999999993,-121.7800000000002,-173.5600000000004,-132.13600000000025,-0.7117080829879939,-0.0011174307071551426
2020-04-03,274.2199999999998,122.88999999999989,244.67000000000007,147.24599999999992,0.8067189601713814,0.029698732591529553
2020-04-10,219.7800000000002,-54.4399999999996,-177.32999999999947,-79.01799999999957,-0.4230144388787075,0.09582395072216306
2020-04-17,183.56,-36.220000000000255,18.219999999999345,-25.33200000000033,-0.1312337434901247,-0.10933452056510672
2020-04-24,343.25,159.69000000000003,195.9100000000003,166.93400000000008,0.9137222446554284,0.08415692593418304
2020-05-01,235.5,-107.75,-267.44000000000005,-139.68800000000002,-0.7527528211240917,0.11982468742886536
2020-05-08,126.2199999999998,-109.2800000000002,-1.5300000000002,-87.7300000000002,-0.4703637183598674,0.009911893347070619
2020-05-15,222.67000000000007,96.45000000000029,205.73000000000047,118.30600000000034,0.649431523511068,-0.10313143160951029
