date,dom_basis,dom_basis_1st,dom_basis_2nd
2017-01-06,-33.799999999999955,,
2017-01-13,29.799999999999955,63.59999999999991,
2017-01-20,70.80000000000018,41.00000000000023,-22.59999999999968
2017-01-27,75.80000000000018,5.0,-36.00000000000023
2017-02-03,44.80000000000018,-31.0,-36.0
2017-02-10,131.20000000000005,86.39999999999986,117.39999999999986
2017-02-17,138.0,6.7999999999999545,-79.59999999999991
2017-02-24,129.5999999999999,-8.400000000000091,-15.200000000000045
2017-03-03,92.59999999999991,-37.0,-28.59999999999991
2017-03-10,62.59999999999991,-30.0,7.0
2017-03-17,-6.400000000000091,-69.0,-39.0
2017-03-24,-27.199999999999818,-20.799999999999727,48.20000000000027
2017-03-31,43.80000000000018,71.0,91.79999999999973
2017-04-07,39.80000000000018,-4.0,-75.0
2017-04-14,19.800000000000182,-20.0,-16.0
2017-04-21,14.599999999999909,-5.200000000000273,14.799999999999727
2017-04-28,33.59999999999991,19.0,24.200000000000273
2017-05-05,22.799999999999955,-10.799999999999955,-29.799999999999955
2017-05-12,0.40000000000009095,-22.399999999999864,-11.599999999999909
2017-05-19,60.19999999999982,59.79999999999973,82.19999999999959
2017-05-26,68.19999999999982,8.0,-51.79999999999973
2017-06-02,22.59999999999991,-45.59999999999991,-53.59999999999991
2017-06-09,37.0,14.400000000000091,60.0
2017-06-16,48.0,11.0,-3.400000000000091
2017-06-23,21.0,-27.0,-38.0
2017-06-30,79.20000000000005,58.200000000000045,85.20000000000005
2017-07-07,84.20000000000005,5.0,-53.200000000000045
2017-07-14,84.59999999999991,0.3999999999998636,-4.600000000000136
2017-07-21,161.5999999999999,77.0,76.60000000000014
2017-07-28,123.59999999999991,-38.0,-115.0
2017-08-04,130.79999999999995,7.2000000000000455,45.200000000000045
2017-08-11,133.20000000000005,2.400000000000091,-4.7999999999999545
2017-08-18,142.19999999999982,8.999999999999773,6.599999999999682
2017-08-25,135.19999999999982,-7.0,-15.999999999999773
2017-09-01,108.19999999999982,-27.0,-20.0
2017-09-08,61.19999999999982,-47.0,-20.0
2017-09-15,52.59999999999991,-8.599999999999909,38.40000000000009
2017-09-22,-10.199999999999818,-62.79999999999973,-54.19999999999982
2017-09-29,-14.799999999999955,-4.600000000000136,58.19999999999959
2017-10-13,-7.599999999999909,7.2000000000000455,11.800000000000182
2017-10-20,-13.400000000000091,-5.800000000000182,-13.000000000000227
2017-10-27,-48.40000000000009,-35.0,-29.199999999999818
2017-11-03,-52.200000000000045,-3.7999999999999545,31.200000000000045
2017-11-10,8.799999999999955,61.0,64.79999999999995
2017-11-17,45.40000000000009,36.600000000000136,-24.399999999999864
2017-11-24,49.59999999999991,4.199999999999818,-32.40000000000032
2017-12-01,-6.0,-55.59999999999991,-59.79999999999973
2017-12-08,3.199999999999818,9.199999999999818,64.79999999999973
2017-12-15,-43.40000000000009,-46.59999999999991,-55.79999999999973
2017-12-22,-24.0,19.40000000000009,66.0
2017-12-29,-56.200000000000045,-32.200000000000045,-51.600000000000136
2018-01-05,-78.59999999999991,-22.399999999999864,9.800000000000182
