date,zscore,近五周mean,zscore_minus_近五周mean,wh_factor
2019-11-01,-1.0088372469563471,,,
2019-11-08,-0.9820027933176252,,,
2019-11-15,-1.0088372469563471,,,
2019-11-22,-1.0155458603660277,,,
2019-11-29,-1.0155458603660277,,,
2019-12-06,-0.9482361058222334,-1.006153801592475,0.0579176957702415,-0.5457745851852434
2019-12-13,-0.027143484673103,-0.9940335733656523,0.9668900886925492,0.3704699446731579
2019-12-20,-0.174956600133063,-0.8030617116367479,0.6281051115036849,0.1462680845216362
2019-12-27,0.3362397416845898,-0.6362855822720909,0.9725253239566808,0.5907539745934263
2020-01-03,-0.0128317760657846,-0.3659284618619675,0.3530966857961828,0.13353960867900236
2020-01-10,0.1215641125748143,-0.1653856450019188,0.2869497575767332,0.18771837057558186
2020-01-17,-0.0955713414518439,0.0485743986774906,-0.1441457401293346,-0.11500110092284017
2020-01-24,-0.8366495027745481,0.0348888273217425,-0.8715383300962906,-0.850605033703245
2020-02-07,-1.0155458603660277,-0.0974497532065545,-0.9180961071594732,-0.9765659590834059
2020-02-14,-1.0155458603660277,-0.367806873616678,-0.6477389867493497,-0.8684231109193565
2020-02-21,-1.0155458603660277,-0.5683496904767267,-0.447196169889301,-0.7882059841753369
2020-02-28,-1.0155458603660277,-0.795771685064895,-0.2197741753011326,-0.6972371863400696
2020-03-06,-1.0155458603660277,-0.9797665888477318,-0.0357792715182958,-0.6236392248269349
2020-03-13,-1.0155458603660277,-1.0155458603660277,0.0,-0.6093275162196166
2020-03-20,-1.0155458603660277,-1.0155458603660277,0.0,-0.6093275162196166
2020-03-27,-1.0155458603660277,-1.0155458603660277,0.0,-0.6093275162196166
2020-04-03,-1.0155458603660277,-1.0155458603660277,0.0,-0.6093275162196166
2020-04-10,-0.9381731857077128,-1.0155458603660277,0.0773726746583149,-0.5319548415613018
2020-04-17,-1.0155458603660277,-1.0000713254343647,-0.0154745349316629,-0.6155173301922817
2020-04-24,-0.8478305251240155,-1.0000713254343647,0.1522408003103492,-0.4478019949502695
2020-05-01,0.2255476204248618,-0.966528258385962,1.192075878810824,0.6121589237792467
2020-05-08,0.8516848719950403,-0.7183095622277843,1.5699944342228247,1.1390086968861541
2020-05-15,3.5228311112828194,-0.3448634157555707,3.86769452703839,3.6607764775850478
2020-05-22,3.6684080222728856,0.5473374436425357,3.12107057863035,3.4494730448158712
2020-05-29,-0.3377522855413094,1.4841282201703183,-1.821880505711628,-0.9314035736094369
2020-06-05,-1.0041412175695708,1.5861438680868596,-2.59028508565643,-1.6385987648043145
2020-06-12,-1.0155458603660277,1.340206100487973,-2.3557519608540005,-1.5516283005612168
2020-06-19,-1.0155458603660277,0.9667599540157596,-1.9823058143817875,-1.4022498419723317
2020-06-26,-1.0155458603660277,0.05908455968599,-1.0746304200520176,-1.0391796842404237
2020-07-03,-0.90820804581114,-0.8777062168417927,-0.0305018289693471,-0.5571255590744228
2020-07-10,-0.6577531451830685,-0.9917973688957588,0.3340442237126902,-0.261034197624765
2020-07-17,-0.7324423744775111,-0.9225197544184583,0.1900773799409472,-0.3634344727101278
2020-07-24,-0.8299408893648675,-0.865899057240755,0.0359581678758874,-0.48358126646856553
2020-07-31,-0.2686535674216004,-0.828778063040523,0.5601244956189226,0.06285765779460883
2020-08-07,-0.1747329796860736,-0.6793996044516375,0.5046666247655638,0.09702686209458136
2020-08-14,-0.1881502065054346,-0.5327045912266242,0.3445543847211895,0.02493162998521506
2020-08-21,-0.1881502065054346,-0.4387840034910975,0.2506337969856629,-0.012636605108995586
2020-08-28,-0.3017493935760241,-0.3299255698966821,0.0281761763206579,-0.1697791656173513
2020-09-04,-0.6497028090914518,-0.2242872707389135,-0.4254155383525383,-0.5599879007958865
2020-09-11,-0.6801151898820034,-0.3004971190728838,-0.3796180708091196,-0.5599163422528499
2020-09-18,-0.7029244754749171,-0.4015735611120697,-0.3013509143628473,-0.5422950510300891
2020-09-25,-1.0155458603660277,-0.5045284149059662,-0.5110174454600614,-0.8137344944036411
2020-10-02,-1.0155458603660277,-0.6700075456780847,-0.3455383146879429,-0.7475428420947937
2020-10-09,-1.0155458603660277,-0.8127668390360856,-0.202779021329942,-0.6904391247515933
2020-10-16,-0.9260976815702878,-0.8859354492910008,-0.040162232279287,-0.5717235018538874
2020-10-23,-0.8243503781901338,-0.9351319476286576,0.1107815694385239,-0.4502975991386707
2020-10-30,-0.8518556931698238,-0.959417128171701,0.1075614350018772,-0.4680888419011434
2020-11-06,-0.8753358401037055,-0.92667909473246,0.0513432546287546,-0.5046642022107214
2020-11-13,-0.9055246004472676,-0.8986370906799956,-0.006887509767272,-0.5460697641752693
2020-11-20,-1.0155458603660277,-0.8766328386962436,-0.138913021669784,-0.6648927248875302
2020-11-27,-1.0155458603660277,-0.8945224744553917,-0.121023385910636,-0.657736870583871
2020-12-04,-1.0155458603660277,-0.9327615708905704,-0.0827842894754573,-0.6424412320097995
2020-12-11,-0.7805207705802213,-0.9654996043298112,0.1849788337495899,-0.3943209288482968
2020-12-18,-0.9654548802404131,-0.9465365904251144,-0.0189182898152988,-0.5868402440703674
2020-12-25,-0.9931838156670928,-0.9585226463837436,-0.0346611692833491,-0.6097747571135953
2021-01-01,-0.9976562246068796,-0.9540502374439566,-0.043605987162923,-0.616036129629297
2021-01-08,-0.8478305251240155,-0.9504723102921268,0.1026417851681114,-0.4676416010071647
2021-01-15,-0.4900378099410564,-0.9169292432437246,0.4268914333026682,-0.12326611264356652
2021-01-22,-0.7789554274512959,-0.8588326511158915,0.0798772236645956,-0.43542236700493925
2021-01-29,-1.0155458603660277,-0.8215327605580681,-0.1940130998079595,-0.6869327561428004
2021-02-05,-0.8478305251240155,-0.826005169497855,-0.0218253556261605,-0.5174284573248734
2021-02-12,-0.9153639001147992,-0.7960400296012822,-0.1193238705135169,-0.5969478882742862
2021-02-19,-0.8677327449060676,-0.809546704599439,-0.0581860403066285,-0.5439140630662919
2021-02-26,-0.4618616336203983,-0.885085691592441,0.4232240579720426,-0.10782735698342191
2021-03-05,-0.3205335111231295,-0.8216669328262617,0.5011334217031322,0.008133262007375214
2021-03-12,-0.3290310881087248,-0.682664462977682,0.3536333748689572,-0.05596530291765198
2021-03-19,-0.6546224589252175,-0.5789045755746238,-0.0757178833505937,-0.423060628695368
2021-03-26,-0.7606185507981692,-0.5267562873367075,-0.2338622634614616,-0.5499160358634861
2021-04-02,-0.2105122512043695,-0.5053334485151278,0.2948211973107583,-0.00837887179831838
2021-04-09,-0.2905683712265566,-0.4550635720319221,0.1644952008053654,-0.1085429424137878
2021-04-16,-0.0528598360768782,-0.4490705440526075,0.3962107079757293,0.1267683815441648
2021-04-23,-0.1311269925231505,-0.3938362936462382,0.2627093011230876,0.026407524935344748
2021-04-30,-0.267088224292675,-0.2891372003658248,0.0220489760731498,-0.15143334414634507
2021-05-07,-0.7395982287811703,-0.190431135064726,-0.5491670937164443,-0.66342577475528
2021-05-14,-0.2252712007056666,-0.2962483305800861,0.0709771298744195,-0.10677186847363217
2021-05-21,-0.4871307441301948,-0.283188896475908,-0.2039418476542868,-0.37385518553983155
2021-05-28,-0.9931838156670928,-0.3700430780865714,-0.6231407375805212,-0.8451665844324642
2021-06-04,-0.8142874580756131,-0.5424544427153599,-0.2718330153602531,-0.597305680989469
2021-06-11,-0.8701925698229505,-0.6518942894719475,-0.2182982803510029,-0.6094348540341714
2021-06-18,-0.8992632279315659,-0.6780131576803036,-0.2212500702512623,-0.6280579648594444
2021-06-25,-0.8701925698229505,-0.8128115631254834,-0.057381006697467,-0.5450679445727571
2021-07-02,-0.9193890681606072,-0.8894239282640346,-0.0299651398965726,-0.5636194968549932
2021-07-09,-0.8930018554158641,-0.8746649787627374,-0.0183368766531266,-0.5431358639107691
2021-07-16,-0.8587879270264936,-0.8904078582307877,0.031619931204294,-0.5026247837341786
2021-07-23,-0.983120895552572,-0.8881269296714963,-0.0949939658810755,-0.6278701236839734
2021-07-30,-0.1680243662763931,-0.9048984631956974,0.7368740969193043,0.19393501900188584
2021-08-06,0.2344924383044358,-0.764464822486386,0.998957260790822,0.5402783672989903
2021-08-13,0.2233114159549683,-0.5336885211933774,0.7569999371483458,0.4367868244323193
2021-08-20,-0.0749982603288238,-0.3104258669192109,0.2354276065903871,0.04917208643886057
2021-08-27,-0.7319951335835325,-0.1536679335796769,-0.5783272000038555,-0.6705279601516617
2021-09-03,-0.9117859729629696,-0.103442781185869,-0.8083431917771005,-0.870408860488622
2021-09-10,-0.725286520173852,-0.2521951025231843,-0.4730914176506677,-0.6244084791645783
2021-09-17,-0.766879923313871,-0.4441508942188418,-0.3227290290950291,-0.5892195656263342
2021-09-24,-1.0155458603660277,-0.6421891620726098,-0.3733566982934179,-0.7586701955369837
2021-10-01,-1.0155458603660277,-0.8302986820800505,-0.1852471782859771,-0.6834263875340074
2021-10-08,-1.0155458603660277,-0.8870088274365496,-0.128537032929478,-0.6607423293914078
2021-10-15,0.0142262980199266,-0.9077608049171612,0.921987102937088,0.3773306199867911
2021-10-22,0.4793568277577735,-0.7598582412784054,1.239215069036179,0.7833001242691358
2021-10-29,0.1383356460990155,-0.5106108910640765,0.648946537163092,0.3425800025246461
2021-11-05,-0.4213863327153261,-0.2798345897710679,-0.1415517429442581,-0.3094524968068989
2021-11-12,-0.6774317445181313,-0.1610026842409276,-0.5164290602772037,-0.6130306708217602
2021-11-19,-0.8883058260290877,-0.0933798610713483,-0.7949259649577394,-0.8509538816005484
2021-11-26,-1.0155458603660277,-0.2738862858811511,-0.7416595744848765,-0.9059913460135671
2021-12-03,-1.0155458603660277,-0.5728668235059114,-0.4426790368601162,-0.7863991309636631
2021-12-10,-0.4878016054711629,-0.8036431247989201,0.3158415193277571,-0.16634435555159485
2021-12-17,-0.3929865359476787,-0.8169261793500875,0.4239396434024087,-0.06621606420764373
2021-12-24,-0.7838750772850616,-0.760037137635997,-0.0238379396490645,-0.4798602222306627
2021-12-31,-0.9395149083896488,-0.7391509878871917,-0.2003639205024571,-0.643854513234772
2022-01-07,-1.0155458603660277,-0.7239447974919159,-0.2916010628741118,-0.7259679413692612
2022-01-14,-0.9813319319766572,-0.7239447974919159,-0.2573871344847412,-0.6917540129798908
2022-01-21,-0.9768595230368702,-0.8226508627930148,-0.1542086602438553,-0.6477991779196642
2022-01-28,-1.0155458603660277,-0.939425460210853,-0.0761204001551746,-0.6397756762816864
2022-02-11,-0.986475202257412,-0.9857596168270464,-0.0007155854303657,-0.5921713555265934
2022-02-18,0.145044259508696,-0.995151675600599,1.1401959351092952,0.5431049297489356
2022-02-25,-0.1255364813484167,-0.7630336516256543,0.6374971702772375,0.179676979301845
2022-03-04,-0.56785772549335,-0.5918745615000061,0.024016836006656,-0.3311079008933476
2022-03-11,-0.6796679489880247,-0.510074201991302,-0.1695937469967227,-0.4756382681915039
2022-03-18,-0.6928615553603963,-0.4428986197157015,-0.2499629356446947,-0.5157021074741157
2022-03-25,-1.0155458603660277,-0.3841758903362983,-0.6313699700297293,-0.8618755042315083
2022-04-01,-1.0155458603660277,-0.6162939143112431,-0.3992519460547845,-0.7690282946415303
2022-04-08,-0.8198779692503468,-0.7942957901147653,-0.0255821791355815,-0.5021596532044407
2022-04-15,0.4006424304175224,-0.8446998388661646,1.245342269283687,0.7385223659639883
2022-04-22,0.4337382565719462,-0.6286377629850552,1.0623760195570011,0.6851933617659682
2022-04-29,0.335121639449643,-0.4033178005985867,0.7384394400482298,0.49644875968907776
2022-05-06,-0.7190251476581502,-0.1331843006354525,-0.5858408470226977,-0.6657514274039692
2022-05-13,-0.564727039235499,-0.073880158093877,-0.490846881141622,-0.5351749759979483
2022-05-20,-0.3636922573920739,-0.0228499720909074,-0.3408422853011664,-0.35455226855571087
2022-05-27,-0.848725006911973,-0.1757169096528267,-0.6730080972591461,-0.7784382430508421
2022-06-03,-0.992065713432146,-0.4322095623496105,-0.5598561510825353,-0.8191818884923017
2022-06-10,-0.7474249444257975,-0.6976470329259683,-0.0497779114998292,-0.4683661312554102
2022-06-17,-0.5750135797970092,-0.7033269922794979,0.1283134124824887,-0.29368278288521
2022-06-24,-0.5850764999115299,-0.7053843003918,0.1203078004802701,-0.30292277975480986
2022-07-01,-0.7440706377209574,-0.7496611488956911,0.0055905111747337,-0.44420617816268093
2022-07-08,-0.8672855040120889,-0.728730275057488,-0.1385552289546009,-0.5757933939890938
2022-07-15,-0.9084316662581292,-0.7037742331734765,-0.2046574330846526,-0.6269219729887385
2022-07-22,-0.972834354991062,-0.7359755775399429,-0.2368587774511189,-0.6784441239750847
2022-07-29,-0.9484597262692228,-0.8155397325787535,-0.1329199936904692,-0.6222438332377214
2022-08-05,-0.7460832217438615,-0.888216377850292,0.1421331561064304,-0.39079667060374473
2022-08-12,-0.323440576933991,-0.8886188946548728,0.5651783177208818,0.032006980927958145
2022-08-19,-0.0850611804433445,-0.7798499092392533,0.6947887287959088,0.22687878325235683
2022-08-26,0.3865543422571934,-0.6151758120762963,1.0017301543334898,0.6326246670877119
2022-09-02,0.3608379908534183,-0.3432980726266452,0.7041360634800635,0.49815721990407635
2022-09-09,-0.0108191920428805,-0.081438529202117,0.0706193371592365,0.0217562196379663
2022-09-16,-0.6034133765646565,0.0656142767380791,-0.6690276533027357,-0.6296590872598882
2022-09-23,-0.7726940549355941,0.009619716811946,-0.7823137717475401,-0.7765419416603725
2022-09-30,-0.9596407486186902,-0.1279068580865038,-0.8317338905321863,-0.9084780053840886
2022-10-14,-0.9719398732031044,-0.3971458762616806,-0.574793996941424,-0.8130815226984321
2022-10-21,-0.4497861294829735,-0.6637014490729851,0.2139153195900116,-0.18430554985377945
2022-10-28,-0.6179487056189643,-0.7514948365610038,0.1335461309420395,-0.31735077099456277
2022-11-04,-0.9169292432437244,-0.7544019023718653,-0.1625273408718591,-0.6151684822949782
2022-11-11,-0.9379495652607234,-0.7832489400334914,-0.1547006252272319,-0.6246499892473267
2022-11-18,-0.9522612738680416,-0.778910703361898,-0.1733505705061436,-0.6406969925232824
2022-11-25,-1.0155458603660277,-0.7749749834948855,-0.2405708768711422,-0.7055558669680735
2022-12-02,-1.0155458603660277,-0.8881269296714963,-0.1274189306945313,-0.6602950884974291
2022-12-09,-0.4113234126008054,-0.967646360620909,0.5563229480201036,-0.024264868352441765
2022-12-16,0.1897683489065659,-0.8665251944923252,1.0562935433988911,0.536378426703496
2022-12-23,0.1864140422017257,-0.6409816116588674,0.8273956538605931,0.44280668686527264
2022-12-30,0.1416899528038558,-0.4132465484449138,0.5549365012487696,0.3069885721818213
2023-01-06,-0.009253848913955,-0.1817993858109371,0.172545536896982,0.0634659054104198
2023-01-13,0.242319153949063,0.0194590164794773,0.2228601374695856,0.23453554735727206
2023-01-20,0.242319153949063,0.1501875297894511,0.0921316241596119,0.18224414203328257
2023-02-03,-1.0155458603660277,0.1606976907979505,-1.1762435511639782,-1.079824936685208
2023-02-10,-0.1881502065054346,-0.0796942897156001,-0.1084559167898344,-0.15627249061919452
2023-02-17,0.0186987069597136,-0.1456623215774582,0.1643610285371718,0.07696363559069688
2023-02-24,0.0019271734355124,-0.1400718104027245,0.1419989838382369,0.057955897596602204
2023-03-03,-0.3122595545845236,-0.1881502065054346,-0.1241093480790889,-0.23699947198234972
2023-03-10,-0.729758929113639,-0.2990659482121519,-0.4306929809014871,-0.6101325498287783
2023-03-17,-0.7950560996345291,-0.2419085619616742,-0.5531475376728547,-0.6982926748498594
2023-03-24,-0.9943019179020394,-0.3632897405874932,-0.6310121773145462,-0.8489860216670422
2023-03-31,-0.7639728575030095,-0.5658898655598438,-0.1980829919431657,-0.537616911279072
2023-04-07,-0.6991229278760981,-0.7190698717475481,0.01994694387145,-0.41149497917707883
2023-04-14,0.0976367247469539,-0.796442546405863,0.8940792711528169,0.4162137433092991
2023-04-21,0.1007674110048048,-0.6309634156337445,0.7317308266385494,0.35315277725830263
2023-04-28,-0.3319381539195863,-0.4517987135058776,0.1198605595862913,-0.15121866851723526
2023-05-05,-0.8963561621207043,-0.3193259607093869,-0.5770302014113173,-0.7686257778369495
2023-05-12,0.6173306435502021,-0.3458026216329259,0.963133265183128,0.7556516922033725
2023-05-19,0.3691119473920242,-0.0825119073476659,0.4516238547396901,0.40211671033109053
2023-05-26,-0.9891586476212844,-0.0282168628186519,-0.9609417848026324,-0.9778719024938236
2023-06-02,-0.881373592172418,-0.2462020745438697,-0.6351715176285482,-0.78289276235487
2023-06-09,-0.6083330263984222,-0.3560891621944361,-0.2522438642039861,-0.46589736152064776
2023-06-16,-0.4799748898265356,-0.2984845350499797,-0.1814903547765559,-0.3605810758065437
2023-06-23,-0.6181723260659536,-0.5179456417253272,-0.1002266843406264,-0.4109940693758227
2023-06-30,-0.6371800640600483,-0.7154024964169228,0.0782224323568744,-0.35101906549327927
2023-07-07,-0.3259004018508739,-0.6450067797046756,0.3191063778538017,-0.06789768996900364
2023-07-14,0.0815360525637208,-0.5339121416403667,0.6154481942040875,0.2951009092198675
2023-07-21,-0.4479971659070587,-0.3959383258479381,-0.0520588400591205,-0.2896218355678834
2023-07-28,-0.9037356368713528,-0.3895427810640427,-0.5141928558073101,-0.7479185244457358
2023-08-04,-0.9316881927450216,-0.4466554432251225,-0.485032749519899,-0.7530260154549726
2023-08-11,-0.0796942897156001,-0.5055570689621172,0.425862779246517,0.12252853786924675
2023-08-18,-0.1342576787810014,-0.4563158465350624,0.322058167754061,0.04826865983302356
2023-08-25,-0.6539515975842495,-0.4994745928040069,-0.1544770047802425,-0.45416176046264667
2023-09-01,-0.8241267577431445,-0.5406654791394451,-0.2834612786036994,-0.6078605660873664
2023-09-08,-0.4316728732768362,-0.5247437033138034,0.0930708300369672,-0.22177539195131485
2023-09-15,0.2857015206649969,-0.4247406394201663,0.7104421600851631,0.45559777643306343
2023-09-22,-0.3717425934836905,-0.3516614773440469,-0.0200811161396436,-0.23107800254607172
2023-09-29,-1.0155458603660277,-0.3991584602845847,-0.6163874000814429,-0.8558824762521937
2023-10-13,-1.0155458603660277,-0.4714773128409404,-0.5440685475250873,-0.8269549352296515
2023-10-20,-0.549297228393234,-0.509761133365517,-0.039536095027717,-0.3453927750470272
2023-10-27,-0.6754191604952271,-0.5332860043887966,-0.1421331561064305,-0.46210475873970847
2023-11-03,-0.946670762693308,-0.7255101406208414,-0.2211606220724665,-0.6564667064449714
2023-11-10,0.0377064449538083,-0.8404957744627648,0.8782022194165731,0.3739047547389142
2023-11-17,-0.2344396390322299,-0.6298453133987977,0.3954056743665677,0.017498486327289148
2023-11-24,-0.9321354336390002,-0.4736240691320381,-0.4585113645069621,-0.7426858059861849
2023-12-01,-1.0155458603660277,-0.5501917101811914,-0.4653541501848363,-0.7954691762935511
2023-12-08,2.7609562483901056,-0.6182170501553514,3.379173298545457,3.008243068452246
2023-12-15,5.602501268283769,0.1233083520613311,5.479192916222438,5.553177927459236
2023-12-22,4.780025264256942,1.2362673167273233,3.5437579475296186,4.285518337566012
2023-12-29,4.817817119798142,2.239160297385157,2.5786568224129844,3.922153000844079
2024-01-05,3.637548400588356,3.3891508080725865,0.2483975925157691,2.281888077359321
2024-01-12,4.049904504836716,4.319769660263463,-0.2698651554267464,2.321996640731331
2024-01-19,1.1620700524162573,4.577559311552785,-3.415489259136528,-0.6689536722048569
2024-01-26,-1.0155458603660277,3.689473068379282,-4.70501892874531,-2.491335087717741
2024-02-02,-1.0155458603660277,2.5303588434546884,-3.545904703820716,-2.027689397747903
