date,dom_basis,dom_basis_1st,dom_basis_2nd,basis_factor,basis_factor_zscore,basis_factor_zscore_近三周mean
2021-04-23,22.0,-67.5,-74.0,-68.8,-0.7151813673605579,0.22261106127255562
2021-04-30,-69.0,-91.0,-23.5,-77.5,-0.8055334618135822,-0.29665384937700895
2021-05-07,15.0,84.0,175.0,102.2,1.0607046270609528,-0.4752809786404592
2021-05-14,147.5,132.5,48.5,115.7,1.2009061529363354,-0.15333673403772918
2021-05-21,-22.5,-170.0,-302.5,-196.5,-2.041383949159546,0.4853591060612352
2021-05-28,12.0,34.5,204.5,68.5,0.7107200772831463,0.07340894361258066
2021-06-04,-48.0,-60.0,-94.5,-66.9,-0.6954493007558746,-0.0432525729800215
2021-06-11,-62.5,-14.5,45.5,-2.5000000000000018,-0.026636095839235416,-0.6753710575440914
2021-06-18,-21.0,41.5,56.0,44.400000000000006,0.4604343903500563,-0.003788439770654716
2021-06-25,76.0,97.0,55.5,88.70000000000002,0.9205031011855705,-0.08721700208168474
2021-07-02,65.0,-11.0,-108.0,-30.4,-0.3163859159816924,0.4514337985654637
2021-07-09,99.5,34.5,45.5,36.7,0.3804675941100233,0.3548505251846446
2021-07-16,170.0,70.5,36.0,63.60000000000001,0.6598321160394891,0.328194926437967
2021-07-23,196.5,26.5,-44.0,12.400000000000002,0.12810484753433485,0.24130459805593985
2021-07-30,184.0,-12.5,-39.0,-17.8,-0.18553115849800217,0.3894681858946156
2021-08-06,110.5,-73.5,-61.0,-71.0,-0.7380290234291388,0.20080193502527377
2021-08-13,281.0,170.5,244.0,185.2,1.92268437873923,-0.26515177813093554
2021-08-20,299.0,18.0,-152.5,-16.1,-0.16787615153591698,0.3330413989373629
2021-08-27,341.0,42.0,24.0,38.400000000000006,0.3981226010721085,0.3389264012580579
2021-09-03,278.0,-63.0,-105.0,-71.4,-0.7421831427143354,0.7176436094251404
2021-09-10,444.0,166.0,229.0,178.60000000000002,1.8541414105334877,-0.17064556439271475
2021-09-17,195.0,-249.0,-415.0,-282.20000000000005,-2.9314040060129005,0.5033602896304201
2021-09-24,112.0,-83.0,166.0,-33.2,-0.34546475097806806,-0.6064819127312496
2021-10-01,256.5,144.5,227.5,161.10000000000002,1.6723986918061402,-0.4742424488191605
2021-10-08,-59.0,-315.5,-460.0,-344.4,-3.577369554860958,-0.5348233550616096
2021-10-15,-283.5,-224.5,91.0,-161.40000000000003,-1.676859981883552,-0.7501452046776289
2021-10-22,33.0,316.5,541.0,361.4,3.752573923868295,-1.193943614979457
2021-10-29,-170.0,-203.0,-519.5,-266.3,-2.7662777644263383,-0.5005518709587383
2021-11-05,-181.67000000000007,-11.670000000000073,191.33,28.92999999999993,0.29977382699508015,-0.23018794081386526
2021-11-12,-245.67000000000007,-64.0,-52.32999999999993,-61.66599999999999,-0.641092649909078,0.42868999547901215
2021-11-19,-148.32999999999993,97.34000000000016,161.34000000000017,110.14000000000016,1.1431638948721052,-1.0358655291134455
2021-11-26,98.0,246.33,148.98999999999978,226.8619999999999,2.355356672888872,0.26728169065270224
2021-12-03,17.0,-81.0,-327.3299999999999,-130.266,-1.3535241073202806,0.9524759726172997
2021-12-10,146.0,129.0,210.0,145.2,1.5072724502195782,0.7149988201468988
2021-12-17,177.0,31.0,-98.0,5.199999999999999,0.05333070040079754,0.8363683385960564
2021-12-24,136.0,-41.0,-72.0,-47.2,-0.4908589259599461,0.06902634776669823
2021-12-31,170.0,34.0,75.0,42.2,0.4375867342814754,0.35658140822014306
2022-01-07,254.0,84.0,50.0,77.2,0.8010721717361706,1.9502907442089008e-05
2022-01-14,330.5,76.5,-7.5,59.7,0.619329453008823,0.24926666001923312
2022-01-21,428.5,98.0,21.5,82.7,0.8581913119076227,0.6193294530088228
2022-01-28,263.5,-165.0,-263.0,-184.6,-1.9177989004249496,0.7595309788842052
2022-02-11,244.5,-19.0,146.0,14.000000000000002,0.14472132467512092,-0.1467593785028348
2022-02-18,188.0,-56.5,-37.5,-52.7,-0.5479780661313982,-0.3049620879474022
2022-02-25,243.0,55.0,111.5,66.3,0.6878724212145655,-0.7736852139604092
2022-03-04,469.0,226.0,171.0,215.0,2.2321662654863705,0.0948718932527625
2022-03-11,358.5,-110.5,-336.5,-155.7,-1.617663782069501,0.790686873523179
2022-03-18,232.5,-126.0,-15.5,-103.9,-1.0797053346365524,0.434124968210478
2022-03-25,303.5,71.0,197.0,96.20000000000002,0.9983928377830052,-0.15506761707322791
2022-04-01,57.5,-246.0,-317.0,-260.20000000000005,-2.702927445327092,-0.566325426307683
2022-04-08,-63.5,-121.0,125.0,-71.80000000000001,-0.746337261999532,-0.92807998072688
2022-04-15,143.0,206.5,327.5,230.7,2.3952154474303335,-0.8169572898478732
2022-04-22,188.0,45.0,-161.5,3.699999999999996,0.03775275308131057,-0.3513497532987637
2022-04-29,-23.0,-211.0,-256.0,-220.0,-2.285438457164841,0.5622103128373704
2022-05-06,71.5,94.5,305.5,136.70000000000002,1.4189974154091527,0.04917658111560078
2022-05-13,127.5,56.0,-38.5,37.1,0.3846217133952198,-0.2762294295581262
2022-05-20,121.0,-6.5,-62.5,-17.7,-0.18449262867670302,-0.1606064427868231
2022-05-27,88.0,-33.0,-26.5,-31.700000000000003,-0.32988680365858114,0.5397088333758896
2022-06-03,118.0,30.0,63.0,36.6,0.37942906428872414,-0.04325257298002164
2022-06-10,145.0,27.0,-3.0,21.0,0.21741841216605995,-0.044983456015520194
2022-06-17,221.0,76.0,49.0,70.60000000000001,0.7325292035304282,0.08898689093206746
2022-06-24,180.0,-41.0,-117.0,-56.2,-0.5843266098768678,0.44312555999507053
2022-07-01,116.0,-64.0,-23.0,-55.8,-0.5801724905916712,0.12187366860653992
2022-07-08,91.32999999999991,-24.67000000000008,39.32999999999993,-11.870000000000076,-0.1239463400949646,-0.14398996564603714
2022-07-15,86.0,-5.329999999999927,19.340000000000146,-0.3959999999999124,-0.004785428399100811,-0.429481813521168
2022-07-22,107.25,21.25,26.579999999999927,22.315999999999985,0.23108546461435633,-0.23630141969524573
2022-07-29,167.5,60.25,39.0,56.0,0.5809038496207551,0.03411789870676346
2022-08-05,79.67000000000007,-87.82999999999993,-148.07999999999993,-99.87999999999992,-1.0379564358203266,0.2690679619453367
2022-08-12,134.5,54.82999999999993,142.65999999999983,72.39599999999992,0.7511811991209595,-0.07532237386173857
2022-08-19,93.0,-41.5,-96.32999999999991,-52.46599999999999,-0.5455479063495581,0.09804287097379583
2022-08-26,162.25,69.25,110.75,77.55000000000001,0.8047070261107176,-0.27744104768297523
2022-09-02,61.0,-101.25,-170.5,-115.1,-1.1960206746220547,0.3367801062940395
2022-09-09,141.25,80.25,181.5,100.5,1.0430496200988677,-0.3122871849536319
2022-09-16,37.75,-103.5,-183.75,-119.55,-1.242235251669866,0.21724532386251003
2022-09-23,17.0,-20.75,82.75,-0.0500000000000007,-0.0011921152174067407,-0.4650687687310178
2022-09-30,77.0,60.0,80.75,64.15,0.6655440300566343,-0.06679258226280192
2022-10-14,-2.0,-79.0,-139.0,-91.0,-0.9457349876889647,-0.1926277789435464
2022-10-21,-101.0,-99.0,-20.0,-83.2,-0.8647296616276327,-0.09379435761657928
2022-10-28,-153.0,-52.0,47.0,-32.2,-0.3350794527650768,-0.3816402064199879
2022-11-04,-177.0,-24.0,28.0,-13.6,-0.14191290600343873,-0.7151813673605583
2022-11-11,-104.67000000000009,72.32999999999993,96.32999999999991,77.12999999999994,0.8003452008612605,-0.44724067346538293
2022-11-18,-189.17000000000007,-84.5,-156.82999999999993,-98.966,-1.0284642732536533,0.10778428069758139
2022-11-25,-145.5,43.67000000000007,128.17000000000007,60.57000000000007,0.6283646624541261,-0.12334399279861079
