date,dom_basis,dom_basis_1st,dom_basis_2nd
2017-01-06,194.80000000000018,,
2017-01-13,208.89000000000033,14.090000000000146,
2017-01-20,122.39999999999964,-86.49000000000069,-100.58000000000084
2017-01-27,324.0,201.60000000000036,288.09000000000106
2017-02-03,191.80000000000018,-132.19999999999982,-333.8000000000002
2017-02-10,249.80000000000018,58.0,190.19999999999982
2017-02-17,232.0,-17.800000000000182,-75.80000000000018
2017-02-24,177.0,-55.0,-37.19999999999982
2017-03-03,106.5,-70.5,-15.5
2017-03-10,359.0,252.5,323.0
2017-03-17,4.0,-355.0,-607.5
2017-03-24,23.449999999999818,19.449999999999818,374.4499999999998
2017-03-31,69.27000000000044,45.82000000000062,26.3700000000008
2017-04-07,212.72999999999956,143.45999999999913,97.63999999999851
2017-04-14,225.8199999999997,13.090000000000146,-130.36999999999898
2017-04-21,244.55000000000018,18.730000000000473,5.640000000000327
2017-04-28,174.1800000000003,-70.36999999999989,-89.10000000000036
2017-05-05,274.0,99.81999999999971,170.1899999999996
2017-05-12,130.55000000000018,-143.44999999999982,-243.26999999999953
2017-05-19,215.8199999999997,85.26999999999953,228.71999999999935
2017-05-26,210.90999999999985,-4.9099999999998545,-90.17999999999938
2017-06-02,120.18000000000029,-90.72999999999956,-85.81999999999971
2017-06-09,154.1800000000003,34.0,124.72999999999956
2017-06-16,122.55000000000018,-31.63000000000011,-65.63000000000011
2017-06-23,91.81999999999971,-30.730000000000473,0.8999999999996362
2017-06-30,96.0,4.180000000000291,34.910000000000764
2017-07-07,106.35999999999967,10.359999999999673,6.1799999999993815
2017-07-14,458.1800000000003,351.8200000000006,341.46000000000095
2017-07-21,99.64000000000033,-358.53999999999996,-710.3600000000006
2017-07-28,24.909999999999854,-74.73000000000047,283.8099999999995
2017-08-04,49.81999999999971,24.909999999999854,99.64000000000033
2017-08-11,134.35999999999967,84.53999999999996,59.63000000000011
2017-08-18,166.72999999999956,32.36999999999989,-52.17000000000007
2017-08-25,186.1800000000003,19.450000000000728,-12.919999999999163
2017-09-01,103.09000000000015,-83.09000000000015,-102.54000000000087
2017-09-08,88.0,-15.090000000000146,68.0
2017-09-15,76.35999999999967,-11.640000000000327,3.449999999999818
2017-09-22,95.44999999999982,19.090000000000146,30.730000000000473
2017-09-29,129.44999999999982,34.0,14.909999999999854
2017-10-13,-42.0,-171.44999999999982,-205.44999999999982
2017-10-20,12.550000000000182,54.55000000000018,226.0
2017-10-27,-22.729999999999563,-35.279999999999745,-89.82999999999993
2017-11-03,-6.819999999999709,15.909999999999854,51.1899999999996
2017-11-10,29.18000000000029,36.0,20.090000000000146
2017-11-17,116.90999999999985,87.72999999999956,51.72999999999956
2017-11-24,53.44999999999982,-63.460000000000036,-151.1899999999996
