date,今值
2017-12-31,9.1
2018-01-31,8.2
2018-02-28,8.6
2018-03-31,8.8
2018-04-30,8.2
2018-05-31,8.3
2018-06-30,8.3
2018-07-31,8.0
2018-08-31,8.5
2018-09-30,8.2
2018-10-31,8.3
2018-11-30,8.0
2018-12-31,8.0
2019-01-31,8.1
2019-02-28,8.4
2019-03-31,8.0
2019-04-30,8.6
2019-05-31,8.5
2019-06-30,8.5
2019-07-31,8.5
2019-08-31,8.1
2019-09-30,8.2
2019-10-31,8.4
2019-11-30,8.4
2019-12-31,8.2
2020-01-31,8.7
2020-02-29,8.4
2020-03-31,8.8
2020-04-30,10.1
2020-05-31,11.1
2020-06-30,11.1
