date,今值
2017-12-31,5.8
2018-01-31,4.9
2018-02-28,4.3
2018-03-31,3.7
2018-04-30,3.1
2018-05-31,3.4
2018-06-30,4.1
2018-07-31,4.7
2018-08-31,4.6
2018-09-30,4.1
2018-10-31,3.6
2018-11-30,3.3
2018-12-31,2.7
2019-01-31,0.9
2019-02-28,0.1
2019-03-31,0.1
2019-04-30,0.4
2019-05-31,0.9
2019-06-30,0.6
2019-07-31,0.0
2019-08-31,-0.3
2019-09-30,-0.8
2019-10-31,-1.2
2019-11-30,-1.6
2019-12-31,-1.4
2020-01-31,-0.5
2020-02-29,0.1
2020-03-31,-0.4
2020-04-30,-1.5
2020-05-31,-3.1
2020-06-30,-3.7
