date,今值
2017-12-31,12.3
2018-01-31,10.9
2018-02-28,11.1
2018-03-31,44.5
2018-04-30,-2.7
2018-05-31,12.9
2018-06-30,12.6
2018-07-31,11.3
2018-08-31,12.2
2018-09-30,9.8
2018-10-31,14.5
2018-11-30,15.6
2018-12-31,5.4
2019-01-31,-4.4
2019-02-28,9.1
2019-03-31,-20.7
2019-04-30,14.2
2019-05-31,-2.7
2019-06-30,1.1
2019-07-31,-1.3
2019-08-31,3.3
2019-09-30,-1.0
2019-10-31,-3.2
2019-11-30,-0.9
2019-12-31,-1.1
2020-01-31,7.6
2020-02-29,
2020-03-31,-17.2
2020-04-30,-6.6
2020-05-31,3.5
2020-06-30,-3.3
