date,今值
2017-12-31,6.1
2018-01-31,6.2
2018-02-28,
2018-03-31,7.2
2018-04-30,6.0
2018-05-31,7.0
2018-06-30,6.8
2018-07-31,6.0
2018-08-31,6.0
2018-09-30,6.1
2018-10-31,5.8
2018-11-30,5.9
2018-12-31,5.4
2019-01-31,5.7
2019-02-28,
2019-03-31,5.3
2019-04-30,8.5
2019-05-31,5.4
2019-06-30,5.0
2019-07-31,6.3
2019-08-31,4.8
2019-09-30,4.4
2019-10-31,5.8
2019-11-30,
2019-12-31,6.2
2020-01-31,6.9
2020-02-29,
2020-03-31,-13.5
2020-04-30,-1.1
2020-05-31,3.9
2020-06-30,4.4
